日期,代码,名称,开盘,收盘,最高,最低,成交量,成交额,上涨家数,下跌家数
1990-12-19,000001,上证指数,96.05,99.98,99.98,95.79,1032.0,494000.0,8,0
1990-12-20,000001,上证指数,104.3,104.39,104.39,99.98,32768.5,84000.0,3,0
1990-12-21,000001,上证指数,109.07,109.13,109.13,103.73,5.877471754111438e-39,16000.0,5,0
1990-12-24,000001,上证指数,113.57,114.55,114.55,109.13,5.877471754111438e-39,31000.0,6,0
1990-12-25,000001,上证指数,120.09,120.25,120.25,114.55,5.877471754111438e-39,6000.0,5,0
1990-12-26,000001,上证指数,125.27,125.27,125.27,120.25,32768.5,53000.0,3,0
1990-12-27,000001,上证指数,125.27,125.28,125.28,125.27,5.877471754111438e-39,104000.0,1,0
1990-12-28,000001,上证指数,126.39,126.45,126.45,125.28,32768.5,88000.0,5,0
1990-12-31,000001,上证指数,126.56,127.61,127.61,126.48,5.877471754111438e-39,60000.0,5,0
1991-01-02,000001,上证指数,127.61,128.84,128.84,127.61,5.877471754111438e-39,59000.0,6,0
1991-01-03,000001,上证指数,128.84,130.14,130.14,128.84,32768.5,93000.0,5,0
1991-01-04,000001,上证指数,131.27,131.44,131.44,130.14,8194.0,261000.0,5,0
1991-01-07,000001,上证指数,131.99,132.06,132.06,131.45,2.0,141000.0,5,0
1991-01-08,000001,上证指数,132.62,132.68,132.68,132.06,29.0,1806000.0,6,0
1991-01-09,000001,上证指数,133.3,133.34,133.34,132.68,416.0,3228000.0,5,0
1991-01-10,000001,上证指数,133.93,133.97,133.97,133.34,99.0,5399000.0,4,1
1991-01-11,000001,上证指数,134.61,134.6,134.61,134.51,133.0,7115000.0,6,1
1991-01-14,000001,上证指数,134.11,134.67,135.19,134.11,125.0,6883000.0,4,1
1991-01-15,000001,上证指数,134.21,134.74,134.74,134.19,1544.0,1010000.0,3,0
1991-01-16,000001,上证指数,134.19,134.24,134.74,134.14,5.0,270000.0,3,1
1991-01-17,000001,上证指数,133.67,134.25,134.25,133.65,6.0,334000.0,2,2
1991-01-18,000001,上证指数,133.7,134.24,134.25,133.67,30.0,1570000.0,2,3
1991-01-21,000001,上证指数,133.7,134.24,134.24,133.66,20.0,1029000.0,2,1
1991-01-22,000001,上证指数,133.72,133.72,134.24,133.66,4098.0,180000.0,3,2
1991-01-23,000001,上证指数,133.17,133.17,133.72,133.14,520.0,575000.0,2,4
1991-01-24,000001,上证指数,132.61,132.61,133.17,132.57,18.0,917000.0,2,4
1991-01-25,000001,上证指数,132.05,132.05,132.07,132.03,64.0,1722000.0,2,4
1991-01-28,000001,上证指数,131.46,131.46,131.55,131.46,336.0,2565000.0,1,3
1991-01-29,000001,上证指数,130.95,130.95,130.97,130.95,1288.0,710000.0,2,3
1991-01-30,000001,上证指数,130.44,130.44,130.95,130.41,5.0,260000.0,3,3
1991-01-31,000001,上证指数,129.93,129.97,130.46,129.93,5.0,244000.0,2,3
1991-02-01,000001,上证指数,129.5,129.51,129.97,129.45,4098.0,140000.0,2,1
1991-02-04,000001,上证指数,129.05,129.05,129.58,129.05,5.0,273000.0,2,2
1991-02-05,000001,上证指数,128.56,128.58,128.58,128.53,85.0,4250000.0,2,3
1991-02-06,000001,上证指数,129.13,129.14,129.15,128.06,66.0,3847000.0,4,1
1991-02-07,000001,上证指数,129.74,129.79,129.79,129.14,21.0,1504000.0,6,0
1991-02-08,000001,上证指数,130.36,130.38,130.39,129.79,1032.0,879000.0,4,0
1991-02-11,000001,上证指数,130.92,130.97,130.97,130.39,93.0,4834000.0,4,1
1991-02-12,000001,上证指数,131.54,131.35,131.56,130.97,112.0,1986000.0,4,1
1991-02-13,000001,上证指数,131.93,131.92,131.93,131.35,776.0,673000.0,4,1
1991-02-14,000001,上证指数,132.53,132.53,132.53,132.3,96.0,1883000.0,4,1
1991-02-19,000001,上证指数,133.12,133.13,133.14,133.08,17.0,1216000.0,3,1
1991-02-20,000001,上证指数,133.63,133.67,133.67,133.13,8.0,520000.0,4,1
1991-02-21,000001,上证指数,134.24,134.28,134.28,133.67,32.0,1771000.0,5,1
1991-02-22,000001,上证指数,134.85,134.87,134.87,134.28,64.0,2003000.0,5,1
1991-02-25,000001,上证指数,134.37,134.4,134.87,134.33,8.0,621000.0,3,2
1991-02-26,000001,上证指数,133.9,133.93,134.44,133.9,520.0,2545000.0,3,2
1991-02-27,000001,上证指数,133.44,133.47,133.98,133.44,2.0,141000.0,4,1
1991-02-28,000001,上证指数,132.99,133.01,133.52,132.98,22.0,1187000.0,4,1
1991-03-01,000001,上证指数,132.53,132.53,132.53,132.47,71.0,3777000.0,3,1
1991-03-04,000001,上证指数,132.09,131.99,132.09,131.98,25.0,1418000.0,3,3
1991-03-05,000001,上证指数,131.42,131.46,131.99,131.41,264.0,934000.0,2,3
1991-03-06,000001,上证指数,130.89,130.94,130.95,130.89,7.0,1345000.0,3,3
1991-03-07,000001,上证指数,130.41,130.41,130.94,130.41,5.0,427000.0,1,4
1991-03-08,000001,上证指数,129.84,129.89,130.41,129.84,264.0,541000.0,1,4
1991-03-11,000001,上证指数,129.3,129.31,129.89,129.3,5.0,299000.0,1,5
1991-03-12,000001,上证指数,128.73,128.77,129.31,128.73,264.0,783000.0,1,3
1991-03-13,000001,上证指数,126.13,126.15,128.77,126.13,8194.0,418000.0,1,4
1991-03-14,000001,上证指数,125.61,125.63,126.15,125.61,4098.0,242000.0,2,3
1991-03-15,000001,上证指数,125.08,125.17,125.62,125.08,7.0,403000.0,3,3
1991-03-18,000001,上证指数,124.7,124.71,125.17,124.69,1032.0,1210000.0,2,4
1991-03-19,000001,上证指数,124.23,124.22,124.71,124.22,8.0,682000.0,2,4
1991-03-20,000001,上证指数,123.66,123.66,124.21,123.63,6.0,433000.0,1,5
1991-03-21,000001,上证指数,123.14,123.12,123.66,123.12,32768.5,131000.0,1,5
1991-03-22,000001,上证指数,122.62,122.62,123.12,122.62,2.0,120000.0,0,4
1991-03-25,000001,上证指数,122.12,122.12,122.62,122.1,8194.0,324000.0,1,4
1991-03-26,000001,上证指数,121.62,121.62,122.14,121.62,776.0,709000.0,2,3
1991-03-27,000001,上证指数,121.12,121.12,121.64,121.12,6.0,366000.0,0,4
1991-03-28,000001,上证指数,120.65,120.61,121.15,120.61,264.0,505000.0,1,5
1991-03-29,000001,上证指数,120.16,120.19,120.61,120.11,21.0,2186000.0,4,2
1991-04-01,000001,上证指数,120.69,120.73,120.73,119.68,119.0,5666000.0,6,1
1991-04-02,000001,上证指数,121.21,121.21,121.29,120.73,8.0,387000.0,4,2
1991-04-03,000001,上证指数,121.71,121.71,121.71,121.21,20.0,977000.0,4,1
1991-04-04,000001,上证指数,122.2,121.72,122.2,121.24,105.0,5045000.0,5,2
1991-04-05,000001,上证指数,121.07,121.54,121.73,121.03,115.0,6035000.0,3,2
1991-04-08,000001,上证指数,121.11,121.09,121.11,121.05,18.0,1675000.0,3,4
1991-04-09,000001,上证指数,120.6,120.62,121.1,120.6,4098.0,297000.0,2,5
1991-04-10,000001,上证指数,120.15,120.16,120.62,120.09,8194.0,281000.0,2,5
1991-04-11,000001,上证指数,119.64,119.64,120.16,119.62,2.0,576000.0,2,4
1991-04-12,000001,上证指数,119.2,119.21,119.65,119.15,4098.0,301000.0,2,3
1991-04-15,000001,上证指数,118.73,118.77,119.22,118.72,4098.0,386000.0,3,3
1991-04-16,000001,上证指数,118.36,118.34,118.77,118.34,32768.5,177000.0,2,4
1991-04-17,000001,上证指数,117.92,117.9,118.34,117.89,2.0,259000.0,2,4
1991-04-18,000001,上证指数,117.45,117.45,117.93,117.45,32768.5,133000.0,1,5
1991-04-19,000001,上证指数,117.08,117.08,117.5,117.05,6.0,424000.0,4,2
1991-04-22,000001,上证指数,116.63,116.63,117.08,116.58,8194.0,321000.0,2,4
1991-04-23,000001,上证指数,116.21,116.19,116.63,116.15,2.0,264000.0,1,4
1991-04-24,000001,上证指数,115.7,115.79,116.19,115.7,32768.5,121000.0,2,3
1991-04-25,000001,上证指数,115.38,115.36,115.79,115.33,1544.0,998000.0,2,4
1991-04-26,000001,上证指数,116.31,115.56,116.31,114.52,133.0,5806000.0,5,2
1991-04-29,000001,上证指数,114.86,114.75,116.29,114.75,84.0,3610000.0,2,3
1991-04-30,000001,上证指数,113.89,113.94,114.87,113.89,288.0,2734000.0,4,3
1991-05-02,000001,上证指数,113.04,113.16,113.2,113.03,1544.0,1124000.0,4,3
1991-05-03,000001,上证指数,112.46,112.41,113.17,112.3,192.0,2386000.0,2,3
1991-05-06,000001,上证指数,111.65,111.61,112.41,111.57,27.0,1423000.0,2,5
1991-05-07,000001,上证指数,110.8,110.82,110.9,110.8,18.0,907000.0,2,4
1991-05-08,000001,上证指数,110.16,110.03,110.82,110.0,8194.0,375000.0,1,5
1991-05-09,000001,上证指数,109.36,109.29,110.12,109.31,22.0,1220000.0,4,0
1991-05-10,000001,上证指数,108.61,108.53,109.4,108.53,2.0,313000.0,3,4
1991-05-13,000001,上证指数,107.88,107.84,107.88,107.74,2.0,182000.0,2,4
1991-05-14,000001,上证指数,107.21,107.19,107.84,107.06,2.0,185000.0,3,2
1991-05-15,000001,上证指数,106.56,106.57,106.6,106.42,4098.0,307000.0,3,2
1991-05-16,000001,上证指数,105.83,105.77,105.86,105.69,31.0,1445000.0,2,5
1991-05-17,000001,上证指数,105.12,106.75,106.75,104.96,201.0,7633000.0,6,1
1991-05-20,000001,上证指数,107.76,107.82,107.82,106.71,8.0,924000.0,7,0
1991-05-21,000001,上证指数,108.89,108.81,108.89,108.62,7.0,1309000.0,6,1
1991-05-22,000001,上证指数,109.71,108.25,109.82,108.11,186.0,7967000.0,5,2
1991-05-23,000001,上证指数,107.52,109.08,109.16,107.35,416.0,2770000.0,4,3
1991-05-24,000001,上证指数,110.07,110.08,110.08,109.82,520.0,661000.0,6,1
1991-05-27,000001,上证指数,111.05,110.66,111.07,109.47,86.0,3827000.0,5,2
1991-05-28,000001,上证指数,111.61,111.68,111.68,111.36,2056.0,970000.0,6,1
1991-05-29,000001,上证指数,112.75,112.75,112.75,111.67,5.0,1320000.0,7,0
1991-05-30,000001,上证指数,113.74,113.82,113.82,112.77,4098.0,753000.0,7,0
1991-05-31,000001,上证指数,114.83,114.83,114.83,113.84,1032.0,1470000.0,5,0
1991-06-03,000001,上证指数,115.9,115.97,115.97,114.89,264.0,1643000.0,6,0
1991-06-04,000001,上证指数,117.12,117.12,117.12,116.83,96.0,2018000.0,7,0
1991-06-05,000001,上证指数,118.17,118.17,118.17,117.14,4098.0,279000.0,5,0
1991-06-06,000001,上证指数,119.26,119.35,119.33,118.17,2.0,160000.0,0,0
1991-06-07,000001,上证指数,120.46,120.47,120.47,119.35,32768.5,83000.0,6,0
1991-06-10,000001,上证指数,121.65,121.67,121.67,120.47,8194.0,458000.0,7,0
1991-06-11,000001,上证指数,122.89,122.89,122.89,121.67,5.0,375000.0,7,0
1991-06-12,000001,上证指数,123.9,124.11,124.11,122.89,1288.0,735000.0,7,0
1991-06-13,000001,上证指数,125.33,125.34,125.34,123.65,208.0,11563000.0,7,0
1991-06-14,000001,上证指数,124.47,124.53,126.34,124.47,66.0,3541000.0,3,4
1991-06-17,000001,上证指数,125.63,125.77,125.77,123.54,69.0,4056000.0,7,0
1991-06-18,000001,上证指数,127.03,127.03,127.03,126.67,20.0,1015000.0,7,0
1991-06-19,000001,上证指数,128.12,128.29,128.29,127.03,1544.0,744000.0,6,0
1991-06-20,000001,上证指数,129.55,129.57,129.57,129.21,22.0,1321000.0,7,0
1991-06-21,000001,上证指数,130.72,130.86,130.86,128.81,136.0,7746000.0,7,0
1991-06-24,000001,上证指数,132.1,132.17,132.17,131.8,19.0,1657000.0,6,0
1991-06-25,000001,上证指数,133.48,133.49,133.49,132.17,2056.0,1296000.0,7,0
1991-06-26,000001,上证指数,134.83,134.83,134.83,133.49,64.0,2149000.0,7,0
1991-06-27,000001,上证指数,136.04,136.19,136.19,134.83,224.0,2521000.0,7,0
1991-06-28,000001,上证指数,137.41,137.56,137.56,136.19,304.0,3032000.0,7,0
1991-07-01,000001,上证指数,136.64,136.85,138.62,136.56,229.0,12469000.0,4,3
1991-07-02,000001,上证指数,135.91,135.96,135.96,135.69,28.0,3794000.0,3,4
1991-07-03,000001,上证指数,135.28,135.27,135.96,134.98,27.0,1818000.0,4,3
1991-07-04,000001,上证指数,136.63,136.63,136.63,134.19,133.0,8095000.0,7,0
1991-07-05,000001,上证指数,136.01,135.96,137.68,135.9,145.0,9394000.0,4,3
1991-07-08,000001,上证指数,135.26,135.28,135.28,134.93,448.0,2925000.0,4,3
1991-07-09,000001,上证指数,136.56,134.64,136.57,134.31,84.0,4174000.0,4,3
1991-07-10,000001,上证指数,134.4,133.99,135.6,133.72,480.0,2894000.0,4,3
1991-07-11,000001,上证指数,133.22,133.38,133.99,133.13,320.0,2417000.0,4,3
1991-07-12,000001,上证指数,132.8,132.8,133.38,132.42,31.0,1484000.0,5,2
1991-07-15,000001,上证指数,133.9,133.14,134.1,131.87,119.0,5534000.0,6,1
1991-07-16,000001,上证指数,134.39,134.47,134.47,133.14,27.0,1328000.0,7,0
1991-07-17,000001,上证指数,135.81,135.81,135.81,135.39,6.0,397000.0,6,0
1991-07-18,000001,上证指数,137.17,137.17,137.17,135.81,8.0,464000.0,7,0
1991-07-19,000001,上证指数,137.66,136.7,138.54,136.66,108.0,5242000.0,6,1
1991-07-22,000001,上证指数,138.07,138.07,138.07,136.7,27.0,1423000.0,7,0
1991-07-23,000001,上证指数,139.35,139.39,139.39,138.07,72.0,3548000.0,7,0
1991-07-24,000001,上证指数,140.66,140.68,140.74,138.69,464.0,2901000.0,6,0
1991-07-25,000001,上证指数,140.2,140.19,141.01,139.99,83.0,4080000.0,6,1
1991-07-26,000001,上证指数,140.11,140.66,141.46,139.27,92.0,4520000.0,5,0
1991-07-29,000001,上证指数,141.22,141.52,141.72,140.81,272.0,2350000.0,6,0
1991-07-30,000001,上证指数,142.39,142.39,142.45,141.39,416.0,2718000.0,6,0
1991-07-31,000001,上证指数,143.72,143.8,143.8,142.39,160.0,1993000.0,6,0
1991-08-01,000001,上证指数,145.12,145.24,145.24,143.8,272.0,2310000.0,6,0
1991-08-02,000001,上证指数,146.49,146.68,146.68,145.44,117.0,5825000.0,7,0
1991-08-05,000001,上证指数,148.06,148.15,148.15,146.68,336.0,2593000.0,7,0
1991-08-06,000001,上证指数,149.62,149.62,149.62,148.15,20.0,1065000.0,7,0
1991-08-07,000001,上证指数,150.93,151.12,151.12,149.62,776.0,580000.0,6,0
1991-08-08,000001,上证指数,152.57,152.61,152.61,151.12,19.0,1045000.0,6,0
1991-08-09,000001,上证指数,153.9,154.1,154.1,152.61,112.0,1990000.0,5,0
1991-08-12,000001,上证指数,155.34,155.54,155.54,154.1,144.0,2154000.0,6,0
1991-08-13,000001,上证指数,156.87,157.07,157.07,155.54,200.0,10529000.0,5,0
1991-08-14,000001,上证指数,158.3,158.63,158.63,158.11,384.0,2929000.0,7,0
1991-08-15,000001,上证指数,159.92,160.21,160.21,158.63,1800.0,850000.0,6,0
1991-08-16,000001,上证指数,161.56,161.6,161.6,160.21,264.0,581000.0,6,0
1991-08-19,000001,上证指数,163.21,163.21,163.21,161.6,264.0,614000.0,6,0
1991-08-20,000001,上证指数,164.74,164.84,164.84,163.21,5.0,388000.0,6,0
1991-08-21,000001,上证指数,166.49,166.49,166.49,164.84,64.0,2106000.0,7,0
1991-08-22,000001,上证指数,167.81,168.16,168.16,166.49,1032.0,845000.0,7,0
1991-08-23,000001,上证指数,169.81,169.81,169.81,168.16,6.0,502000.0,6,0
1991-08-26,000001,上证指数,171.51,171.51,171.51,169.81,6.0,518000.0,5,2
1991-08-27,000001,上证指数,173.06,173.19,173.19,171.51,7.0,520000.0,6,0
1991-08-28,000001,上证指数,174.82,174.92,174.92,173.19,8.0,511000.0,6,0
1991-08-29,000001,上证指数,176.53,176.66,176.66,174.92,26.0,1629000.0,6,0
1991-08-30,000001,上证指数,178.2,178.43,178.43,176.66,67.0,4219000.0,6,0
1991-09-02,000001,上证指数,180.08,180.22,180.22,178.43,1544.0,886000.0,6,0
1991-09-03,000001,上证指数,181.71,181.97,181.97,180.22,1544.0,940000.0,6,0
1991-09-04,000001,上证指数,183.66,183.69,183.69,181.97,6.0,470000.0,7,0
1991-09-05,000001,上证指数,185.48,185.51,185.51,183.69,1800.0,1095000.0,6,0
1991-09-06,000001,上证指数,187.09,187.36,187.36,185.51,27.0,1761000.0,7,0
1991-09-09,000001,上证指数,189.1,189.24,189.24,187.36,80.0,2349000.0,7,0
1991-09-10,000001,上证指数,190.98,188.33,190.98,188.19,334.0,21507000.0,5,2
1991-09-11,000001,上证指数,187.29,187.22,187.29,186.86,213.0,14677000.0,3,4
1991-09-12,000001,上证指数,186.22,186.22,187.4,186.07,196.0,16265000.0,4,3
1991-09-13,000001,上证指数,188.0,187.79,188.04,185.01,374.0,24035000.0,6,1
1991-09-16,000001,上证指数,189.55,189.66,189.66,187.79,99.0,6343000.0,6,0
1991-09-17,000001,上证指数,191.16,188.65,191.18,188.28,288.0,18623000.0,4,3
1991-09-18,000001,上证指数,187.26,187.63,188.59,187.18,158.0,11015000.0,3,2
1991-09-19,000001,上证指数,187.65,186.88,189.21,186.49,234.0,14607000.0,4,2
1991-09-20,000001,上证指数,185.77,185.92,187.21,185.66,120.0,7417000.0,3,3
1991-09-23,000001,上证指数,185.0,185.0,185.92,184.71,160.0,2806000.0,4,3
1991-09-24,000001,上证指数,183.96,184.08,185.04,183.69,1544.0,1002000.0,4,3
1991-09-25,000001,上证指数,182.8,183.19,184.08,182.8,1288.0,934000.0,4,3
1991-09-26,000001,上证指数,182.21,182.33,183.19,181.93,65.0,4620000.0,4,3
1991-09-27,000001,上证指数,183.12,181.82,183.89,181.19,337.0,20416000.0,3,3
1991-09-30,000001,上证指数,180.28,180.92,181.95,180.27,255.0,22336000.0,3,4
1991-10-03,000001,上证指数,181.55,182.48,182.48,179.8,187.0,12329000.0,6,1
1991-10-04,000001,上证指数,184.29,184.29,184.29,183.59,73.0,5039000.0,6,0
1991-10-07,000001,上证指数,185.95,186.0,186.0,185.41,113.0,7291000.0,7,0
1991-10-08,000001,上证指数,187.59,187.49,187.61,186.0,237.0,15241000.0,4,2
1991-10-09,000001,上证指数,188.49,189.12,189.12,186.31,209.0,13440000.0,6,1
1991-10-10,000001,上证指数,190.71,191.01,191.01,189.12,66.0,4333000.0,7,0
1991-10-11,000001,上证指数,192.84,192.85,192.88,191.01,109.0,7251000.0,7,0
1991-10-14,000001,上证指数,194.06,194.67,194.69,192.32,214.0,13948000.0,6,1
1991-10-15,000001,上证指数,196.58,196.61,196.61,194.67,110.0,7265000.0,7,0
1991-10-16,000001,上证指数,198.51,198.57,198.57,196.61,95.0,6273000.0,7,0
1991-10-17,000001,上证指数,200.5,200.51,200.51,198.57,480.0,4136000.0,6,0
1991-10-18,000001,上证指数,202.5,202.51,202.51,200.51,29.0,2384000.0,7,0
1991-10-21,000001,上证指数,204.53,204.53,204.53,202.51,80.0,2514000.0,6,0
1991-10-22,000001,上证指数,206.06,206.53,206.53,204.53,21.0,1521000.0,5,0
1991-10-23,000001,上证指数,208.06,208.25,208.25,206.53,26.0,1980000.0,5,0
1991-10-24,000001,上证指数,210.2,210.07,210.2,208.25,193.0,13174000.0,6,1
1991-10-25,000001,上证指数,210.34,211.86,211.97,209.71,326.0,22263000.0,5,0
1991-10-28,000001,上证指数,213.5,213.98,213.98,211.86,32.0,2357000.0,7,0
1991-10-29,000001,上证指数,215.63,215.78,215.78,213.98,26.0,2069000.0,6,0
1991-10-30,000001,上证指数,216.37,216.43,216.43,215.78,23.0,1814000.0,6,0
1991-10-31,000001,上证指数,218.59,218.6,218.6,216.43,144.0,2914000.0,7,0
1991-11-01,000001,上证指数,220.71,220.72,220.72,218.6,464.0,4313000.0,6,0
1991-11-04,000001,上证指数,222.77,222.77,222.77,220.79,224.0,3352000.0,7,0
1991-11-05,000001,上证指数,224.44,224.65,224.65,222.77,28.0,2225000.0,6,0
1991-11-06,000001,上证指数,226.83,226.88,226.88,224.65,28.0,2188000.0,6,0
1991-11-07,000001,上证指数,228.93,228.93,228.93,226.88,288.0,4085000.0,6,0
1991-11-08,000001,上证指数,230.99,231.22,231.22,228.93,144.0,11039000.0,7,0
1991-11-11,000001,上证指数,233.48,233.55,233.55,231.22,24.0,2130000.0,7,0
1991-11-12,000001,上证指数,235.75,235.8,235.8,233.55,8.0,914000.0,6,0
1991-11-13,000001,上证指数,236.51,236.67,236.67,235.8,7.0,879000.0,6,0
1991-11-14,000001,上证指数,237.39,237.45,237.45,236.67,8.0,940000.0,4,0
1991-11-15,000001,上证指数,238.25,238.25,238.25,237.45,20.0,1914000.0,4,0
1991-11-18,000001,上证指数,240.04,240.62,240.62,238.25,18.0,1534000.0,6,0
1991-11-19,000001,上证指数,242.24,242.24,242.24,240.62,23.0,2040000.0,3,0
1991-11-20,000001,上证指数,244.5,244.5,244.5,242.24,23.0,1929000.0,6,0
1991-11-21,000001,上证指数,246.26,246.31,246.31,244.5,21.0,2030000.0,3,0
1991-11-22,000001,上证指数,248.24,248.53,248.53,246.31,21.0,1954000.0,5,0
1991-11-25,000001,上证指数,250.84,250.85,250.85,248.53,23.0,1963000.0,7,0
1991-11-26,000001,上证指数,252.9,252.97,252.97,250.85,24.0,2326000.0,6,0
1991-11-27,000001,上证指数,255.27,255.45,255.45,252.97,21.0,1756000.0,6,0
1991-11-28,000001,上证指数,257.28,257.35,257.35,255.45,25.0,2251000.0,5,0
1991-11-29,000001,上证指数,259.68,259.6,259.85,257.35,336.0,28453000.0,5,1
1991-12-02,000001,上证指数,261.78,262.19,262.19,259.67,191.0,16310000.0,7,0
1991-12-03,000001,上证指数,264.64,264.81,264.81,262.19,776.0,1207000.0,7,0
1991-12-04,000001,上证指数,265.53,265.77,265.77,264.81,7.0,903000.0,6,0
1991-12-05,000001,上证指数,266.48,266.66,266.66,265.77,20.0,2100000.0,5,0
1991-12-06,000001,上证指数,269.34,269.35,269.35,266.66,2056.0,1798000.0,7,0
1991-12-09,000001,上证指数,270.27,270.27,270.27,269.35,2056.0,1648000.0,5,0
1991-12-10,000001,上证指数,270.27,272.91,272.91,270.27,5.0,665000.0,6,0
1991-12-11,000001,上证指数,273.53,273.71,273.71,272.91,6.0,859000.0,3,0
1991-12-12,000001,上证指数,274.41,274.41,274.41,273.71,1800.0,1644000.0,3,0
1991-12-13,000001,上证指数,276.81,277.0,277.0,274.41,7.0,962000.0,5,0
1991-12-16,000001,上证指数,277.53,277.85,277.85,277.0,5.0,817000.0,4,0
1991-12-17,000001,上证指数,278.67,278.68,278.68,277.85,8194.0,754000.0,3,0
1991-12-18,000001,上证指数,279.32,279.51,279.51,278.68,7.0,893000.0,3,0
1991-12-19,000001,上证指数,279.98,280.17,280.17,279.51,520.0,1242000.0,2,0
1991-12-20,000001,上证指数,282.83,282.83,282.83,280.63,208.0,6268000.0,5,0
1991-12-23,000001,上证指数,285.65,285.65,285.65,282.83,520.0,1182000.0,7,0
1991-12-24,000001,上证指数,285.74,286.22,286.22,285.65,8194.0,593000.0,3,0
1991-12-25,000001,上证指数,287.09,287.15,287.15,286.22,5.0,873000.0,4,0
1991-12-26,000001,上证指数,288.03,288.03,288.03,287.15,776.0,1422000.0,3,0
1991-12-27,000001,上证指数,290.65,290.85,290.85,288.03,1800.0,1789000.0,6,0
1991-12-30,000001,上证指数,291.71,291.71,291.71,290.85,776.0,1881000.0,4,0
1991-12-31,000001,上证指数,292.48,292.75,292.75,291.71,5.0,858000.0,5,0
1992-01-02,000001,上证指数,293.74,293.75,293.75,292.76,264.0,1339000.0,3,0
1992-01-03,000001,上证指数,296.24,296.52,296.52,293.75,1544.0,1842000.0,6,0
1992-01-06,000001,上证指数,297.68,297.68,297.68,296.52,64.0,4236000.0,6,0
1992-01-07,000001,上证指数,298.54,298.77,298.77,297.68,8.0,1064000.0,5,0
1992-01-08,000001,上证指数,299.65,299.66,299.66,298.77,6.0,930000.0,5,0
1992-01-09,000001,上证指数,300.61,300.62,300.62,299.66,264.0,1244000.0,3,0
1992-01-10,000001,上证指数,301.82,301.83,301.83,300.62,2056.0,2629000.0,6,0
1992-01-13,000001,上证指数,302.83,303.06,303.06,302.0,7.0,1097000.0,5,0
1992-01-14,000001,上证指数,304.77,305.74,305.74,303.06,6.0,858000.0,5,0
1992-01-15,000001,上证指数,306.62,306.63,306.63,305.74,2.0,314000.0,5,0
1992-01-16,000001,上证指数,306.85,306.85,306.85,306.63,4098.0,488000.0,0,0
1992-01-17,000001,上证指数,307.37,307.38,307.38,306.85,2.0,321000.0,2,0
1992-01-20,000001,上证指数,307.38,307.39,307.39,307.38,8194.0,502000.0,1,0
1992-01-21,000001,上证指数,307.87,307.87,307.87,307.39,5.0,650000.0,2,0
1992-01-22,000001,上证指数,307.95,307.95,307.95,307.87,4098.0,439000.0,1,0
1992-01-23,000001,上证指数,308.53,308.53,308.53,307.95,8194.0,583000.0,2,0
1992-01-24,000001,上证指数,309.05,309.05,309.05,308.53,7.0,1004000.0,2,0
1992-01-27,000001,上证指数,311.6,311.61,311.61,309.05,5.0,750000.0,5,0
1992-01-28,000001,上证指数,311.67,311.84,311.84,311.61,6.0,822000.0,2,0
1992-01-29,000001,上证指数,312.41,312.42,312.58,311.84,8194.0,450000.0,3,1
1992-01-30,000001,上证指数,312.73,312.73,312.73,312.42,4098.0,543000.0,2,0
1992-01-31,000001,上证指数,313.24,313.24,313.24,312.73,4098.0,586000.0,2,0
1992-02-03,000001,上证指数,314.18,314.18,314.18,313.24,4098.0,583000.0,2,0
1992-02-07,000001,上证指数,314.72,314.72,314.72,314.18,4098.0,527000.0,1,0
1992-02-10,000001,上证指数,315.55,315.56,315.56,314.72,4098.0,586000.0,4,0
1992-02-11,000001,上证指数,316.12,316.43,316.43,315.56,2.0,460000.0,3,0
1992-02-12,000001,上证指数,316.43,316.44,316.44,316.43,2.0,397000.0,1,0
1992-02-13,000001,上证指数,317.24,317.04,317.57,317.06,520.0,1680000.0,0,0
1992-02-14,000001,上证指数,319.45,319.68,319.68,317.04,8194.0,770000.0,4,0
1992-02-17,000001,上证指数,319.77,319.77,319.77,319.68,528.0,13782000.0,1,0
1992-02-18,000001,上证指数,338.98,337.11,339.16,319.77,74.0,12655000.0,6,0
1992-02-19,000001,上证指数,340.5,342.41,342.41,337.11,94.0,16501000.0,7,0
1992-02-20,000001,上证指数,345.22,347.99,348.01,342.41,103.0,20004000.0,4,0
1992-02-21,000001,上证指数,358.91,359.59,359.93,347.99,115.0,19254000.0,3,0
1992-02-24,000001,上证指数,361.11,360.5,361.62,359.59,301.0,18038000.0,2,0
1992-02-25,000001,上证指数,359.66,360.37,361.29,357.07,288.0,8037000.0,3,1
1992-02-26,000001,上证指数,359.85,360.1,360.76,359.27,432.0,8082000.0,3,1
1992-02-27,000001,上证指数,361.0,362.45,363.03,360.1,95.0,17931000.0,3,0
1992-02-28,000001,上证指数,364.15,364.66,364.67,362.45,98.0,26401000.0,4,0
1992-03-02,000001,上证指数,365.15,365.39,365.39,364.66,64.0,5644000.0,3,1
1992-03-03,000001,上证指数,366.79,367.0,367.25,365.39,29.0,3366000.0,5,1
1992-03-04,000001,上证指数,367.56,368.32,368.28,366.95,416.0,10360000.0,0,0
1992-03-05,000001,上证指数,369.31,369.76,369.88,368.11,83.0,14928000.0,4,1
1992-03-06,000001,上证指数,370.79,371.76,371.76,369.76,352.0,9958000.0,4,0
1992-03-09,000001,上证指数,372.26,373.53,374.06,371.88,209.0,22273000.0,3,1
1992-03-10,000001,上证指数,374.48,375.23,375.23,373.53,320.0,7452000.0,4,0
