日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1994-02-04,000021,-0.28,-0.04,-0.03,-0.32,92306,86089635.0,-52.73,92.73,0.51,44.65
1994-02-18,000021,-0.03,-0.13,-0.01,-0.14,60498,63363471.5,-325.0,-225.0,-0.09,29.26
1994-02-25,000021,-0.14,0.01,0.04,-0.18,126260,140658063.5,-169.23,107.69,0.14,61.07
1994-03-04,000021,0.02,-0.02,0.03,-0.05,64659,74737057.5,800.0,-300.0,-0.03,31.27
1994-03-11,000021,-0.01,-0.01,0.01,-0.05,44750,50892987.5,-300.0,50.0,0.01,21.64
1994-03-18,000021,0.01,0.03,0.06,0.0,99469,119866729.0,-600.0,400.0,0.04,48.11
1994-03-25,000021,0.04,-0.03,0.04,-0.04,27272,31298688.75,266.67,-200.0,-0.06,13.19
1994-04-01,000021,-0.03,-0.09,-0.02,-0.09,24176,26399624.75,-233.33,-200.0,-0.06,11.69
1994-04-08,000021,-0.09,-0.11,-0.05,-0.11,28633,30450818.5,-66.67,-22.22,-0.02,13.85
1994-04-15,000021,-0.11,-0.16,-0.11,-0.25,33638,31908169.0,-127.27,-45.45,-0.05,16.27
1994-04-22,000021,-0.16,-0.28,-0.16,-0.32,61848,52269497.0,-100.0,-75.0,-0.12,29.91
1994-04-29,000021,-0.28,-0.21,-0.17,-0.29,61622,54434037.5,-42.86,25.0,0.07,29.81
1994-05-06,000021,-0.28,-0.28,-0.18,-0.29,47995,41749588.0,-52.38,-33.33,-0.07,23.21
1994-05-13,000021,-0.28,-0.25,-0.22,-0.3,40718,34030445.5,-28.57,10.71,0.03,19.69
1994-05-20,000021,-0.25,-0.27,-0.23,-0.28,14925,12425815.12,-20.0,-8.0,-0.02,7.22
1994-05-27,000021,-0.27,-0.32,-0.26,-0.32,5549,4333720.0,-22.22,-18.52,-0.05,2.68
1994-06-03,000021,-0.32,-0.4,-0.32,-0.41,11224,7637826.0,-28.13,-25.0,-0.08,5.43
1994-06-10,000021,-0.4,-0.45,-0.4,-0.45,4217,2574220.09,-12.5,-12.5,-0.05,2.04
1994-06-17,000021,-0.45,-0.45,-0.45,-0.5,8821,4907307.72,-11.11,0.0,0.0,4.27
1994-06-24,000021,-0.46,-0.5,-0.45,-0.5,8687,4813584.91,-11.11,-11.11,-0.05,4.2
1994-07-01,000021,-0.51,-0.55,-0.51,-0.55,5474,2633667.0,-8.0,-10.0,-0.05,2.65
1994-07-08,000021,-0.55,-0.56,-0.55,-0.58,2443,1084488.06,-5.45,-1.82,-0.01,1.18
1994-07-15,000021,-0.59,-0.6,-0.58,-0.61,4092,1684669.88,-5.36,-7.14,-0.04,1.98
1994-07-22,000021,-0.61,-0.64,-0.6,-0.72,3994,1418934.94,-20.0,-6.67,-0.04,1.93
1994-07-29,000021,-0.65,-0.65,-0.61,-0.65,17835,6527520.5,-6.25,-1.56,-0.01,8.63
1994-08-05,000021,-0.58,-0.35,-0.35,-0.61,100263,57759207.0,-40.0,46.15,0.3,48.49
1994-08-12,000021,-0.34,-0.33,-0.3,-0.4,113550,82819100.0,-28.57,5.71,0.02,54.92
1994-08-19,000021,-0.36,-0.35,-0.33,-0.36,37800,27443426.0,-9.09,-6.06,-0.02,18.28
1994-08-26,000021,-0.35,-0.38,-0.34,-0.39,23371,16549100.62,-14.29,-8.57,-0.03,9.1
1994-09-02,000021,-0.44,-0.24,-0.24,-0.44,93194,58539637.25,-52.63,36.84,0.14,29.04
1994-09-09,000021,-0.22,-0.11,0.04,-0.22,242216,201272158.0,-108.33,54.17,0.13,75.47
1994-09-16,000021,-0.11,-0.1,-0.03,-0.14,82703,69482901.0,-100.0,9.09,0.01,25.77
1994-09-23,000021,-0.1,-0.12,-0.05,-0.16,51104,41513870.5,-110.0,-20.0,-0.02,15.92
1994-09-30,000021,-0.13,-0.23,-0.07,-0.27,83093,65065816.0,-166.67,-91.67,-0.11,25.89
1994-10-07,000021,-0.25,-0.27,-0.25,-0.42,59368,35027273.0,-73.91,-17.39,-0.04,18.5
1994-10-14,000021,-0.29,-0.32,-0.28,-0.38,63748,38764634.5,-37.04,-18.52,-0.05,19.86
1994-10-21,000021,-0.34,-0.31,-0.26,-0.36,59848,36764461.25,-31.25,3.13,0.01,18.65
1994-10-28,000021,-0.31,-0.3,-0.23,-0.31,71058,45901537.0,-25.81,3.23,0.01,22.14
1994-11-04,000021,-0.31,-0.33,-0.3,-0.34,20631,12475522.31,-13.33,-10.0,-0.03,6.43
1994-11-11,000021,-0.34,-0.31,-0.29,-0.34,23342,14222431.88,-15.15,6.06,0.02,7.27
1994-11-18,000021,-0.29,-0.32,-0.29,-0.34,8070,4883086.56,-16.13,-3.23,-0.01,2.51
1994-11-25,000021,-0.33,-0.34,-0.32,-0.34,3100,1812564.03,-6.25,-6.25,-0.02,0.97
1994-12-02,000021,-0.34,-0.35,-0.33,-0.35,2730,1574461.0,-5.88,-2.94,-0.01,0.85
1994-12-09,000021,-0.35,-0.4,-0.34,-0.41,5692,3083471.94,-20.0,-14.29,-0.05,1.77
1994-12-16,000021,-0.4,-0.36,-0.32,-0.42,21789,12033126.53,-25.0,10.0,0.04,6.79
1994-12-23,000021,-0.36,-0.39,-0.35,-0.4,13805,7437921.0,-13.89,-8.33,-0.03,4.3
1994-12-30,000021,-0.4,-0.39,-0.37,-0.41,7357,3820597.81,-10.26,0.0,0.0,2.29
1995-01-06,000021,-0.41,-0.38,-0.36,-0.41,7303,3908871.81,-12.82,2.56,0.01,2.28
1995-01-13,000021,-0.39,-0.42,-0.39,-0.43,6762,3420198.06,-10.53,-10.53,-0.04,2.11
1995-01-20,000021,-0.43,-0.45,-0.43,-0.46,4495,2147569.56,-7.14,-7.14,-0.03,1.4
1995-01-27,000021,-0.46,-0.45,-0.45,-0.47,3640,1680072.0,-4.44,0.0,0.0,1.13
1995-02-17,000021,-0.46,-0.46,-0.44,-0.47,2096,966577.81,-6.67,-2.22,-0.01,0.65
1995-02-24,000021,-0.45,-0.44,-0.39,-0.46,12741,6354537.66,-15.22,4.35,0.02,3.97
1995-03-03,000021,-0.44,-0.43,-0.4,-0.45,6370,3088751.27,-11.36,2.27,0.01,1.98
1995-03-10,000021,-0.43,-0.43,-0.39,-0.43,23616,12132213.5,-9.3,0.0,0.0,7.36
1995-03-17,000021,-0.4,-0.44,-0.4,-0.45,5695,2755491.53,-11.63,-2.33,-0.01,1.77
1995-03-24,000021,-0.43,-0.42,-0.42,-0.45,11029,5396105.97,-6.82,4.55,0.02,3.44
1995-03-31,000021,-0.42,-0.42,-0.41,-0.43,6280,3108560.72,-4.76,0.0,0.0,1.96
1995-04-07,000021,-0.42,-0.41,-0.4,-0.43,7416,3716006.0,-7.14,2.38,0.01,2.31
1995-04-14,000021,-0.41,-0.42,-0.4,-0.43,7570,3811882.0,-7.32,-2.44,-0.01,2.36
1995-04-21,000021,-0.42,-0.47,-0.42,-0.48,10961,4936270.0,-14.29,-11.9,-0.05,3.42
1995-04-28,000021,-0.48,-0.52,-0.47,-0.56,10533,4226748.0,-19.15,-10.64,-0.05,3.28
1995-05-05,000021,-0.52,-0.52,-0.48,-0.52,2911,1164822.0,-7.69,0.0,0.0,0.91
1995-05-12,000021,-0.51,-0.52,-0.51,-0.54,2398,932425.0,-5.77,0.0,0.0,0.75
1995-05-19,000021,-0.52,-0.29,-0.29,-0.53,61680,34348559.0,-46.15,44.23,0.23,19.22
1995-05-26,000021,-0.29,-0.31,-0.19,-0.38,139192,89440575.0,-65.52,-6.9,-0.02,43.37
1995-06-02,000021,-0.31,-0.3,-0.24,-0.34,31948,19825525.0,-32.26,3.23,0.01,9.95
1995-06-09,000021,-0.3,-0.32,-0.29,-0.36,26019,15622209.0,-23.33,-6.67,-0.02,8.11
1995-06-16,000021,-0.33,-0.38,-0.33,-0.39,11509,6467432.0,-18.75,-18.75,-0.06,3.59
1995-06-23,000021,-0.39,-0.38,-0.35,-0.39,7649,4160247.0,-10.53,0.0,0.0,2.38
1995-06-30,000021,-0.37,-0.4,-0.37,-0.41,4737,2526096.0,-10.53,-5.26,-0.02,1.48
1995-07-07,000021,-0.4,-0.38,-0.37,-0.42,11109,5740845.0,-12.5,5.0,0.02,3.46
1995-07-14,000021,-0.38,-0.34,-0.32,-0.4,57546,32117660.0,-21.05,10.53,0.04,17.93
1995-07-21,000021,-0.34,-0.34,-0.3,-0.36,59911,35694343.0,-17.65,0.0,0.0,18.67
1995-07-28,000021,-0.34,-0.34,-0.27,-0.35,61341,37382551.0,-23.53,0.0,0.0,19.11
1995-08-03,000021,-0.34,-0.34,-0.33,-0.35,7043,4059360.0,-5.88,0.0,0.0,2.19
1995-08-11,000021,-0.35,-0.35,-0.33,-0.35,13777,7941618.0,-5.88,-2.94,-0.01,4.29
1995-08-18,000021,-0.34,-0.32,-0.28,-0.36,44466,27200833.0,-22.86,8.57,0.03,13.86
1995-08-25,000021,-0.31,-0.35,-0.3,-0.36,15464,9053824.0,-18.75,-9.38,-0.03,4.82
1995-08-31,000021,-0.37,-0.38,-0.36,-0.39,4827,2625638.0,-8.57,-8.57,-0.03,1.5
1995-09-08,000021,-0.37,-0.38,-0.36,-0.38,5066,2771476.0,-5.26,0.0,0.0,1.58
1995-09-15,000021,-0.38,-0.37,-0.36,-0.38,9860,5405307.0,-5.26,2.63,0.01,3.07
1995-09-22,000021,-0.36,-0.39,-0.36,-0.43,7417,3997172.0,-18.92,-5.41,-0.02,2.31
1995-09-29,000021,-0.39,-0.4,-0.39,-0.42,5718,2960187.0,-7.69,-2.56,-0.01,1.78
1995-10-06,000021,-0.4,-0.4,-0.4,-0.41,935,480780.0,-2.5,0.0,0.0,0.29
1995-10-13,000021,-0.41,-0.43,-0.41,-0.43,3473,1722899.0,-5.0,-7.5,-0.03,1.08
1995-10-20,000021,-0.43,-0.38,-0.38,-0.43,7410,3765815.0,-11.63,11.63,0.05,2.31
1995-10-27,000021,-0.38,-0.4,-0.34,-0.41,18128,9923501.0,-18.42,-5.26,-0.02,5.65
1995-11-03,000021,-0.39,-0.4,-0.39,-0.41,3637,1884725.0,-5.0,0.0,0.0,1.13
1995-11-10,000021,-0.39,-0.41,-0.39,-0.41,2430,1253455.0,-5.0,-2.5,-0.01,0.76
1995-11-17,000021,-0.41,-0.41,-0.4,-0.42,1525,964481.0,-4.88,0.0,0.0,0.48
1995-11-24,000021,-0.41,-0.41,-0.4,-0.42,3351,1687379.0,-4.88,0.0,0.0,1.04
1995-12-01,000021,-0.41,-0.43,-0.41,-0.44,5138,2519106.91,-7.32,-4.88,-0.02,1.6
1995-12-08,000021,-0.44,-0.43,-0.43,-0.46,1578,753539.75,-6.98,0.0,0.0,0.49
1995-12-15,000021,-0.44,-0.46,-0.44,-0.46,6355,2932699.0,-4.65,-6.98,-0.03,1.98
1995-12-22,000021,-0.46,-0.44,-0.44,-0.47,2810,1289918.5,-6.52,4.35,0.02,0.88
1995-12-29,000021,-0.46,-0.48,-0.44,-0.49,6782,2998100.78,-11.36,-9.09,-0.04,2.11
1996-01-05,000021,-0.49,-0.51,-0.48,-0.51,1776,734986.75,-6.25,-6.25,-0.03,0.55
1996-01-12,000021,-0.51,-0.5,-0.5,-0.51,2034,822321.73,-1.96,1.96,0.01,0.63
1996-01-19,000021,-0.51,-0.52,-0.5,-0.53,2437,974863.05,-6.0,-4.0,-0.02,0.76
