日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1997-11-21,000063,21.81,21.47,24.1,20.0,691986,1505184992.0,60.21,215.27,14.66,118.29
1997-11-28,000063,21.25,21.43,22.8,20.22,201444,433980252.0,12.02,-0.19,-0.04,34.43
1997-12-05,000063,21.2,21.19,22.55,20.4,110492,235781494.0,10.03,-1.12,-0.24,18.89
1997-12-12,000063,21.2,21.8,22.4,21.15,84926,184922590.0,5.9,2.88,0.61,14.52
1997-12-19,000063,22.11,23.63,24.48,21.8,243876,569593416.0,12.29,8.39,1.83,41.69
1997-12-26,000063,24.12,25.56,26.15,23.85,174142,439548596.0,9.73,8.17,1.93,29.77
1997-12-31,000063,25.76,25.8,25.88,24.55,65650,165047072.0,5.2,0.94,0.24,11.22
1998-01-09,000063,26.1,28.09,29.5,25.81,189471,526746808.0,14.3,8.88,2.29,32.39
1998-01-16,000063,28.0,26.16,28.5,24.64,135005,352921168.0,13.74,-6.87,-1.93,23.08
1998-01-23,000063,26.01,25.48,26.98,24.11,59898,152718696.0,10.97,-2.6,-0.68,10.24
1998-02-13,000063,26.38,25.05,26.48,24.08,44465,110839540.0,9.42,-1.69,-0.43,7.6
1998-02-20,000063,25.1,24.49,25.88,24.1,40474,100393728.0,7.11,-2.24,-0.56,6.92
1998-02-27,000063,24.4,23.24,24.5,22.61,51202,120864020.0,7.72,-5.1,-1.25,8.75
1998-03-06,000063,22.05,22.08,23.85,21.4,40855,91101092.0,10.54,-4.99,-1.16,6.98
1998-03-13,000063,22.1,22.79,22.95,21.0,40383,89212152.0,8.83,3.22,0.71,6.9
1998-03-20,000063,22.96,23.09,23.8,22.35,48040,111085779.0,6.36,1.32,0.3,8.21
1998-03-27,000063,23.49,28.8,29.18,23.4,324746,857329960.0,25.03,24.73,5.71,55.51
1998-04-03,000063,28.9,28.27,29.51,27.5,200194,568771316.0,6.98,-1.84,-0.53,34.22
1998-04-10,000063,28.0,31.77,32.6,27.71,174616,537791776.0,17.3,12.38,3.5,29.85
