日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1997-01-31,000062,1.31,1.25,1.48,1.19,137666,304912940.0,-69.05,397.62,1.67,68.83
1997-02-28,000062,1.24,1.62,1.66,0.7,156219,340788176.0,76.8,29.6,0.37,78.11
1997-03-31,000062,1.58,2.95,3.34,1.53,248583,726051041.0,111.73,82.1,1.33,124.29
1997-04-30,000062,3.16,6.07,6.57,2.92,413139,1712244713.0,123.73,105.76,3.12,206.57
1997-05-30,000062,6.55,4.97,6.82,4.54,230032,1133738654.0,37.56,-18.12,-1.1,115.02
1997-06-27,000062,4.98,7.77,7.77,3.55,236480,1113810327.0,84.91,56.34,2.8,59.17
1997-07-31,000062,8.15,5.17,8.34,4.51,335536,865351178.0,49.29,-33.46,-2.6,83.96
1997-08-29,000062,5.18,3.45,5.3,2.6,170706,316236814.5,52.22,-33.27,-1.72,42.72
1997-09-30,000062,3.38,2.69,3.76,2.46,67997,118282767.0,37.68,-22.03,-0.76,17.01
1997-10-31,000062,3.04,5.4,6.33,2.69,431818,986692457.0,135.32,100.74,2.71,108.05
1997-11-28,000062,5.34,5.73,6.69,4.98,354837,924082166.0,31.67,6.11,0.33,88.79
1997-12-31,000062,5.64,5.85,6.11,5.33,153625,391104357.5,13.61,2.09,0.12,38.44
1998-01-23,000062,5.86,5.39,6.54,5.02,136808,351408629.0,25.98,-7.86,-0.46,34.23
1998-02-27,000062,5.64,4.66,5.64,4.17,54122,122534794.75,27.27,-13.54,-0.73,13.54
1998-03-31,000062,4.26,4.65,4.81,3.68,126786,264132948.75,24.25,-0.21,-0.01,31.73
1998-04-30,000062,4.54,5.16,5.27,4.13,163130,357270404.5,24.52,10.97,0.51,40.82
1998-05-29,000062,5.33,5.7,5.82,4.7,117047,274541043.5,21.71,10.47,0.54,29.29
1998-06-30,000062,5.74,5.53,5.99,5.2,99270,248942294.75,13.86,-2.98,-0.17,24.84
1998-07-31,000062,5.52,5.98,6.43,5.48,137047,359630282.0,17.18,8.14,0.45,34.29
1998-08-31,000062,6.26,5.58,6.52,4.54,92078,227184467.0,33.11,-6.69,-0.4,23.04
1998-09-30,000062,5.6,6.57,7.02,5.39,177590,489181297.0,29.21,17.74,0.99,44.44
1998-10-30,000062,6.62,7.61,7.61,6.09,133336,383392899.0,23.14,15.83,1.04,33.36
1998-11-30,000062,7.49,8.48,9.63,7.22,261774,828747503.0,31.67,11.43,0.87,50.38
1998-12-31,000062,8.37,8.19,9.1,7.39,121002,334138638.5,20.17,-3.42,-0.29,23.29
1999-01-29,000062,7.91,6.78,8.42,6.65,84759,225813619.0,21.61,-17.22,-1.41,16.31
1999-02-09,000062,6.65,7.01,7.46,6.65,30864,77720835.5,11.95,3.39,0.23,5.94
1999-03-31,000062,7.01,6.97,7.74,6.17,122611,301207705.25,22.4,-0.57,-0.04,23.6
1999-04-30,000062,6.83,4.61,7.01,3.97,179229,372326588.0,43.62,-33.86,-2.36,34.5
1999-05-31,000062,4.61,6.4,6.65,3.86,186936,403717124.25,60.52,38.83,1.79,35.98
1999-06-30,000062,6.64,11.54,12.77,6.19,733854,1688993684.0,102.81,80.31,5.14,108.65
1999-07-30,000062,11.18,10.91,11.65,8.26,394543,997191475.0,29.38,-5.46,-0.63,58.41
1999-08-31,000062,10.91,9.98,11.07,9.1,161882,408178720.0,18.06,-8.52,-0.93,23.97
1999-09-30,000062,9.96,9.28,10.94,9.21,168188,416225779.5,17.33,-7.01,-0.7,24.9
1999-10-29,000062,9.32,8.06,9.47,7.45,82976,177171906.0,21.77,-13.15,-1.22,12.28
1999-11-30,000062,7.89,6.82,8.31,6.56,54285,108983757.5,21.71,-15.38,-1.24,8.04
1999-12-30,000062,6.83,7.41,7.97,6.57,161175,320282242.0,20.53,8.65,0.59,23.86
2000-01-28,000062,7.36,8.96,9.53,6.5,692535,1479051347.0,40.89,20.92,1.55,54.17
2000-02-29,000062,9.17,8.09,11.44,7.73,574670,1339576742.0,41.41,-9.71,-0.87,44.95
2000-03-31,000062,8.09,7.41,8.51,6.67,413013,830984722.0,22.74,-8.41,-0.68,32.31
2000-04-27,000062,7.44,7.78,8.74,7.04,420494,882777677.0,22.94,4.99,0.37,32.89
2000-05-31,000062,8.26,7.18,8.35,6.91,175533,348611817.0,18.51,-7.71,-0.6,13.73
2000-06-30,000062,7.18,8.12,8.57,7.13,311063,643534459.0,20.06,13.09,0.94,24.33
2000-07-31,000062,8.05,7.59,8.36,7.52,167600,345001415.0,10.34,-6.53,-0.53,13.11
2000-08-31,000062,7.57,7.03,8.14,6.99,185659,374272973.0,15.15,-7.38,-0.56,14.52
2000-09-29,000062,6.99,6.45,7.13,6.3,127710,233915004.75,11.81,-8.25,-0.58,9.99
2000-10-31,000062,6.51,6.13,6.67,5.93,69561,123041927.5,11.47,-4.96,-0.32,5.44
2000-11-30,000062,6.13,6.53,6.93,6.11,152375,276697501.5,13.38,6.53,0.4,11.92
2000-12-29,000062,6.55,6.73,6.88,6.23,133996,244325424.0,9.95,3.06,0.2,10.48
