日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2000-09-29,000155,7.45,6.92,7.58,6.59,778342,642623648.0,20.37,42.39,2.06,59.87
2000-10-13,000155,6.96,7.87,8.15,6.74,722574,648411628.0,20.38,13.73,0.95,55.58
2000-10-20,000155,7.87,7.38,7.93,7.18,228642,201147878.0,9.53,-6.23,-0.49,17.59
2000-10-27,000155,7.39,7.58,7.92,7.29,206293,185179598.0,8.54,2.71,0.2,15.87
2000-11-03,000155,7.58,8.65,8.68,7.48,468745,443289932.0,15.83,14.12,1.07,36.06
2000-11-10,000155,8.77,8.86,9.17,8.43,674546,682466328.0,8.55,2.43,0.21,51.89
2000-11-17,000155,8.84,8.86,9.32,8.68,245535,252190032.0,7.22,0.0,0.0,18.89
2000-11-24,000155,8.86,8.68,9.11,8.58,172621,176137158.0,5.98,-2.03,-0.18,13.28
2000-12-01,000155,8.63,8.83,8.96,8.49,104314,104682044.0,5.41,1.73,0.15,8.02
2000-12-08,000155,8.83,9.04,9.34,8.73,168849,174883614.0,6.91,2.38,0.21,12.99
2000-12-15,000155,9.04,8.8,9.07,8.76,69035,70261730.0,3.43,-2.65,-0.24,5.31
2000-12-22,000155,8.8,9.51,9.68,8.59,239832,255403973.0,12.39,8.07,0.71,18.45
2000-12-29,000155,9.58,9.46,9.88,9.12,139766,152027334.0,7.99,-0.53,-0.05,10.75
2001-01-05,000155,9.46,9.58,9.66,9.18,112979,121296832.0,5.07,1.27,0.12,8.69
2001-01-12,000155,9.62,9.45,9.77,9.38,101208,110043746.0,4.07,-1.36,-0.13,7.79
2001-01-19,000155,9.45,9.13,9.46,8.83,80222,83577973.0,6.67,-3.39,-0.32,6.17
2001-02-09,000155,9.13,8.77,9.13,8.64,49571,50102532.0,5.37,-3.94,-0.36,3.81
2001-02-16,000155,8.77,8.42,8.93,8.23,39159,38878879.5,7.98,-3.99,-0.35,3.01
2001-02-23,000155,8.38,8.18,8.61,7.98,47472,45347477.0,7.48,-2.85,-0.24,3.65
2001-03-02,000155,8.28,8.57,8.69,8.2,42029,41292514.0,5.99,4.77,0.39,3.23
2001-03-09,000155,8.61,8.54,8.66,8.36,37663,37040941.0,3.5,-0.35,-0.03,2.9
2001-03-16,000155,8.53,8.74,8.82,8.34,52480,52010467.0,5.62,2.34,0.2,4.04
2001-03-23,000155,8.74,8.74,9.02,8.73,65186,66496757.0,3.32,0.0,0.0,5.01
2001-03-30,000155,8.72,8.97,9.13,8.68,60824,62293048.0,5.15,2.63,0.23,4.68
2001-04-06,000155,8.98,8.8,9.07,8.74,40543,41430904.0,3.68,-1.9,-0.17,3.12
2001-04-13,000155,8.8,9.29,9.34,8.76,90709,94471738.0,6.59,5.57,0.49,6.98
2001-04-20,000155,9.48,9.42,9.74,9.18,204022,219805840.0,6.03,1.4,0.13,15.69
2001-04-27,000155,9.42,8.96,9.54,8.93,69868,73555398.0,6.48,-4.88,-0.46,5.37
2001-04-30,000155,8.94,8.97,9.02,8.93,6880,7073935.5,1.0,0.11,0.01,0.53
2001-05-11,000155,8.97,9.22,9.28,8.95,25314,26316102.0,3.68,2.79,0.25,1.95
2001-05-18,000155,9.23,9.08,9.36,8.99,44710,46786542.0,4.01,-1.52,-0.14,3.44
2001-05-25,000155,9.08,9.03,9.34,8.97,45646,47614399.0,4.07,-0.55,-0.05,3.51
2001-06-01,000155,9.05,9.16,9.2,8.88,38083,39380507.5,3.54,1.44,0.13,2.93
2001-06-08,000155,9.18,9.78,9.84,9.17,180208,195395489.0,7.31,6.77,0.62,13.86
2001-06-15,000155,9.67,9.78,10.05,9.48,206371,228604900.0,5.83,0.0,0.0,15.87
2001-06-22,000155,10.04,10.43,10.63,9.78,402234,463143480.0,8.69,6.65,0.65,30.94
2001-06-29,000155,10.44,10.05,10.56,10.01,148617,171823806.0,5.27,-3.64,-0.38,11.43
2001-07-06,000155,10.03,9.52,10.18,9.49,67348,75226807.0,6.87,-5.27,-0.53,5.18
2001-07-13,000155,9.48,9.58,9.88,9.44,45723,50093858.5,4.62,0.63,0.06,3.52
2001-07-20,000155,9.6,9.65,9.72,9.23,32306,34794095.75,5.11,0.73,0.07,2.49
2001-07-27,000155,9.65,9.13,9.67,9.06,37002,39374736.5,6.32,-5.39,-0.52,2.85
2001-08-03,000155,8.68,8.39,8.68,7.88,47289,45421194.75,8.76,-8.11,-0.74,3.64
2001-08-10,000155,8.33,8.76,8.88,8.06,35253,34854566.5,9.77,4.41,0.37,2.71
2001-08-17,000155,8.76,8.32,8.83,8.28,22767,22517124.75,6.28,-5.02,-0.44,1.75
2001-08-24,000155,8.32,8.16,8.49,8.13,15108,14510096.5,4.33,-1.92,-0.16,1.16
2001-08-31,000155,8.04,7.58,8.04,7.56,21984,19985706.0,5.88,-7.11,-0.58,1.69
2001-09-07,000155,7.58,7.42,7.97,7.26,18857,16813617.5,9.37,-2.11,-0.16,1.45
