日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1992-05-08,000008,19.9,17.75,20.65,17.75,2200,4366100.0,36.71,124.68,9.85,1.93
1992-05-15,000008,18.0,20.1,20.2,16.8,7140,13462200.25,19.15,13.24,2.35,6.27
1992-05-22,000008,20.2,23.4,24.0,20.2,13385,30221975.0,18.91,16.42,3.3,11.76
1992-05-29,000008,23.4,26.4,28.0,23.0,16965,44395425.0,21.37,12.82,3.0,14.9
1992-06-05,000008,26.5,24.1,27.2,23.2,9045,22073125.0,15.15,-8.71,-2.3,7.95
1992-06-12,000008,23.95,21.5,23.95,20.5,6390,14022775.0,14.32,-10.79,-2.6,5.61
1992-06-19,000008,21.5,20.0,22.4,17.5,7115,14259525.0,22.79,-6.98,-1.5,6.25
1992-06-26,000008,19.85,20.5,20.5,18.4,5615,10949825.0,10.5,2.5,0.5,4.93
1992-07-03,000008,20.65,23.5,24.9,20.65,11315,26369475.0,20.73,14.63,3.0,9.94
1992-07-10,000008,23.5,22.7,24.5,22.4,8590,19653450.0,8.94,-3.4,-0.8,7.55
1992-07-17,000008,22.7,24.2,24.2,21.95,6505,15314425.0,9.91,6.61,1.5,5.71
1992-07-24,000008,24.3,25.3,25.8,24.3,9930,24909000.0,6.2,4.55,1.1,8.72
1992-07-31,000008,25.4,24.8,26.25,24.8,8105,20666225.0,5.73,-1.98,-0.5,7.12
1992-08-07,000008,24.8,24.6,24.8,22.1,5525,13245200.0,10.89,-0.81,-0.2,4.85
1992-08-14,000008,25.5,24.0,25.5,22.75,6300,15170700.0,11.18,-2.44,-0.6,5.53
1992-08-21,000008,24.5,23.45,25.5,23.25,3850,9238800.0,9.38,-2.29,-0.55,3.38
1992-08-28,000008,23.4,24.4,24.6,21.5,6705,15510999.88,13.22,4.05,0.95,5.89
1992-09-04,000008,22.9,19.8,23.0,19.8,3690,7707425.12,13.11,-18.85,-4.6,3.24
1992-09-11,000008,19.8,21.65,22.4,18.0,7100,14858400.0,22.22,9.34,1.85,6.24
1992-09-18,000008,21.6,21.0,22.3,20.5,2780,5911700.0,8.31,-3.0,-0.65,2.44
1992-09-25,000008,21.0,22.0,22.25,20.35,2420,5142799.88,9.05,4.76,1.0,2.13
1992-10-04,000008,21.2,21.65,21.7,20.9,2555,5446125.0,3.64,-1.59,-0.35,2.24
1992-10-09,000008,21.8,21.25,22.0,20.8,1215,2581375.03,5.54,-1.85,-0.4,1.07
1992-10-16,000008,21.6,20.5,21.6,20.0,1050,2186175.03,7.53,-3.53,-0.75,0.92
1992-10-23,000008,20.0,18.0,20.05,17.9,2490,4720325.0,10.49,-12.2,-2.5,2.19
1992-10-30,000008,17.85,17.1,17.85,14.5,6215,9928525.0,18.61,-5.0,-0.9,5.46
1992-11-06,000008,17.15,15.7,17.15,15.3,3915,6262875.0,10.82,-8.19,-1.4,3.44
1992-11-13,000008,15.3,13.4,15.6,13.0,3250,4684900.0,16.56,-14.65,-2.3,2.85
