指数代码,成分股票代码,交易日期,权重
399689.SZ,003816.SZ,20250829,19.2982
399689.SZ,000591.SZ,20250829,8.9656
399689.SZ,000155.SZ,20250829,8.5048
399689.SZ,002015.SZ,20250829,7.9386
399689.SZ,000875.SZ,20250829,7.1087
399689.SZ,000598.SZ,20250829,6.4112
399689.SZ,000027.SZ,20250829,5.9081
399689.SZ,000883.SZ,20250829,5.7357
399689.SZ,000543.SZ,20250829,5.2652
399689.SZ,001286.SZ,20250829,4.7982
399689.SZ,000966.SZ,20250829,4.6058
399689.SZ,000537.SZ,20250829,4.3113
399689.SZ,002608.SZ,20250829,4.1197
399689.SZ,000539.SZ,20250829,2.7831
399689.SZ,000791.SZ,20250829,2.586
399689.SZ,001289.SZ,20250829,1.6598
