指数代码,成分股票代码,交易日期,权重
399359.SZ,600900.SH,20250829,18.0193
399359.SZ,601816.SH,20250829,7.202
399359.SZ,601728.SH,20250829,6.0013
399359.SZ,600941.SH,20250829,5.4291
399359.SZ,601668.SH,20250829,5.3661
399359.SZ,600050.SH,20250829,4.9639
399359.SZ,601985.SH,20250829,3.7552
399359.SZ,601006.SH,20250829,3.2147
399359.SZ,600905.SH,20250829,3.1569
399359.SZ,300015.SZ,20250829,3.0843
399359.SZ,601390.SH,20250829,2.8126
399359.SZ,601669.SH,20250829,2.6296
399359.SZ,600795.SH,20250829,2.0782
399359.SZ,601186.SH,20250829,2.0302
399359.SZ,600886.SH,20250829,1.8301
399359.SZ,600009.SH,20250829,1.8237
399359.SZ,600011.SH,20250829,1.7736
399359.SZ,601868.SH,20250829,1.6323
399359.SZ,601117.SH,20250829,1.4936
399359.SZ,003816.SZ,20250829,1.4193
399359.SZ,600674.SH,20250829,1.3485
399359.SZ,601618.SH,20250829,1.2049
399359.SZ,600256.SH,20250829,1.1971
399359.SZ,601800.SH,20250829,1.1936
399359.SZ,002128.SZ,20250829,1.0797
399359.SZ,001965.SZ,20250829,1.0445
399359.SZ,600039.SH,20250829,1.0249
399359.SZ,600023.SH,20250829,1.0031
399359.SZ,600027.SH,20250829,0.9638
399359.SZ,600025.SH,20250829,0.9016
399359.SZ,600018.SH,20250829,0.8639
399359.SZ,600803.SH,20250829,0.8589
399359.SZ,600642.SH,20250829,0.7479
399359.SZ,601991.SH,20250829,0.6437
399359.SZ,601018.SH,20250829,0.6117
399359.SZ,601880.SH,20250829,0.5785
399359.SZ,601611.SH,20250829,0.4974
399359.SZ,301165.SZ,20250829,0.4681
399359.SZ,000027.SZ,20250829,0.4345
399359.SZ,601808.SH,20250829,0.4229
399359.SZ,000883.SZ,20250829,0.4218
399359.SZ,600995.SH,20250829,0.4066
399359.SZ,600236.SH,20250829,0.3589
399359.SZ,001286.SZ,20250829,0.3529
399359.SZ,600377.SH,20250829,0.3465
399359.SZ,600350.SH,20250829,0.3202
399359.SZ,601298.SH,20250829,0.3092
399359.SZ,002608.SZ,20250829,0.303
399359.SZ,001872.SZ,20250829,0.2538
399359.SZ,001289.SZ,20250829,0.1221
