指数代码,成分股票代码,交易日期,权重
399850.SZ,300750.SZ,20250829,10.0884
399850.SZ,000333.SZ,20250829,6.3981
399850.SZ,300059.SZ,20250829,6.3885
399850.SZ,300502.SZ,20250829,5.5346
399850.SZ,300308.SZ,20250829,5.417
399850.SZ,002594.SZ,20250829,5.1377
399850.SZ,000858.SZ,20250829,4.1547
399850.SZ,002475.SZ,20250829,3.7987
399850.SZ,000651.SZ,20250829,3.2722
399850.SZ,300124.SZ,20250829,2.6275
399850.SZ,300274.SZ,20250829,2.5792
399850.SZ,000063.SZ,20250829,2.556
399850.SZ,002371.SZ,20250829,2.5076
399850.SZ,000725.SZ,20250829,2.4755
399850.SZ,002714.SZ,20250829,2.4324
399850.SZ,300760.SZ,20250829,2.3534
399850.SZ,002415.SZ,20250829,2.0763
399850.SZ,002230.SZ,20250829,1.8269
399850.SZ,000568.SZ,20250829,1.8165
399850.SZ,002352.SZ,20250829,1.724
399850.SZ,300498.SZ,20250829,1.7114
399850.SZ,002463.SZ,20250829,1.6356
399850.SZ,300033.SZ,20250829,1.4904
399850.SZ,000100.SZ,20250829,1.4892
399850.SZ,002027.SZ,20250829,1.4827
399850.SZ,000792.SZ,20250829,1.2811
399850.SZ,000977.SZ,20250829,1.2243
399850.SZ,300015.SZ,20250829,1.0295
399850.SZ,300408.SZ,20250829,0.9817
399850.SZ,000625.SZ,20250829,0.9642
399850.SZ,000938.SZ,20250829,0.8923
399850.SZ,002311.SZ,20250829,0.8477
399850.SZ,000002.SZ,20250829,0.8058
399850.SZ,000538.SZ,20250829,0.7603
399850.SZ,002422.SZ,20250829,0.7446
399850.SZ,002001.SZ,20250829,0.6837
399850.SZ,300418.SZ,20250829,0.6339
399850.SZ,301236.SZ,20250829,0.6232
399850.SZ,002648.SZ,20250829,0.6146
399850.SZ,002252.SZ,20250829,0.5957
399850.SZ,001979.SZ,20250829,0.5545
399850.SZ,000661.SZ,20250829,0.5494
399850.SZ,002555.SZ,20250829,0.5076
399850.SZ,000895.SZ,20250829,0.475
399850.SZ,300896.SZ,20250829,0.4712
399850.SZ,002180.SZ,20250829,0.4296
399850.SZ,000786.SZ,20250829,0.4233
399850.SZ,000423.SZ,20250829,0.4061
399850.SZ,002271.SZ,20250829,0.3842
399850.SZ,300979.SZ,20250829,0.1419
