指数代码,成分股票代码,交易日期,权重
399324.SZ,000333.SZ,20250829,13.7562
399324.SZ,000858.SZ,20250829,11.0579
399324.SZ,000651.SZ,20250829,8.7092
399324.SZ,300760.SZ,20250829,6.2636
399324.SZ,002415.SZ,20250829,5.5263
399324.SZ,000568.SZ,20250829,4.8347
399324.SZ,002027.SZ,20250829,3.9464
399324.SZ,000425.SZ,20250829,3.7218
399324.SZ,000338.SZ,20250829,3.6234
399324.SZ,000776.SZ,20250829,2.8977
399324.SZ,002304.SZ,20250829,2.0946
399324.SZ,000538.SZ,20250829,2.0236
399324.SZ,002422.SZ,20250829,1.9819
399324.SZ,002001.SZ,20250829,1.8197
399324.SZ,000408.SZ,20250829,1.8139
399324.SZ,002558.SZ,20250829,1.8116
399324.SZ,002236.SZ,20250829,1.7376
399324.SZ,000157.SZ,20250829,1.6883
399324.SZ,000975.SZ,20250829,1.5728
399324.SZ,002966.SZ,20250829,1.4921
399324.SZ,000630.SZ,20250829,1.4704
399324.SZ,000933.SZ,20250829,1.4018
399324.SZ,002601.SZ,20250829,1.3405
399324.SZ,002532.SZ,20250829,1.328
399324.SZ,000895.SZ,20250829,1.2642
399324.SZ,000786.SZ,20250829,1.1266
399324.SZ,000423.SZ,20250829,1.0808
399324.SZ,002223.SZ,20250829,1.0438
399324.SZ,002128.SZ,20250829,0.9592
399324.SZ,001965.SZ,20250829,0.9279
399324.SZ,000999.SZ,20250829,0.9055
399324.SZ,300628.SZ,20250829,0.8417
399324.SZ,000830.SZ,20250829,0.6904
399324.SZ,000513.SZ,20250829,0.6823
399324.SZ,002430.SZ,20250829,0.5421
399324.SZ,000708.SZ,20250829,0.5194
399324.SZ,002508.SZ,20250829,0.4399
399324.SZ,300979.SZ,20250829,0.3777
399324.SZ,002572.SZ,20250829,0.3683
399324.SZ,002372.SZ,20250829,0.3161
