指数代码,成分股票代码,交易日期,权重
399352.SZ,601318.SH,20250829,10.6365
399352.SZ,600036.SH,20250829,9.11
399352.SZ,600030.SH,20250829,5.1205
399352.SZ,002594.SZ,20250829,5.08
399352.SZ,002475.SZ,20250829,3.756
399352.SZ,601138.SH,20250829,3.2533
399352.SZ,300124.SZ,20250829,2.5979
399352.SZ,000063.SZ,20250829,2.5273
399352.SZ,300760.SZ,20250829,2.3269
399352.SZ,000001.SZ,20250829,1.7824
399352.SZ,002352.SZ,20250829,1.7047
399352.SZ,002625.SZ,20250829,1.3141
399352.SZ,600999.SH,20250829,1.0377
399352.SZ,605499.SH,20250829,0.979
399352.SZ,002916.SZ,20250829,0.8561
399352.SZ,002837.SZ,20250829,0.8174
399352.SZ,000002.SZ,20250829,0.7968
399352.SZ,688036.SH,20250829,0.7281
399352.SZ,002736.SZ,20250829,0.7098
399352.SZ,002938.SZ,20250829,0.6807
399352.SZ,002456.SZ,20250829,0.673
399352.SZ,002851.SZ,20250829,0.6387
399352.SZ,002340.SZ,20250829,0.6282
399352.SZ,000066.SZ,20250829,0.6263
399352.SZ,300207.SZ,20250829,0.5838
399352.SZ,002402.SZ,20250829,0.5678
399352.SZ,002797.SZ,20250829,0.5582
399352.SZ,002436.SZ,20250829,0.5517
399352.SZ,001979.SZ,20250829,0.5483
399352.SZ,300454.SZ,20250829,0.541
399352.SZ,002008.SZ,20250829,0.5234
399352.SZ,003816.SZ,20250829,0.4684
399352.SZ,002130.SZ,20250829,0.4678
399352.SZ,300724.SZ,20250829,0.4524
399352.SZ,000034.SZ,20250829,0.4516
399352.SZ,300115.SZ,20250829,0.4323
399352.SZ,002850.SZ,20250829,0.4313
399352.SZ,300085.SZ,20250829,0.4303
399352.SZ,002294.SZ,20250829,0.4234
399352.SZ,688343.SH,20250829,0.4147
399352.SZ,688617.SH,20250829,0.4126
399352.SZ,000021.SZ,20250829,0.4045
399352.SZ,300037.SZ,20250829,0.3951
399352.SZ,300857.SZ,20250829,0.3917
399352.SZ,002138.SZ,20250829,0.3914
399352.SZ,300136.SZ,20250829,0.3886
399352.SZ,603228.SH,20250829,0.3884
399352.SZ,300570.SZ,20250829,0.3844
399352.SZ,603160.SH,20250829,0.3816
399352.SZ,688525.SH,20250829,0.3649
399352.SZ,300832.SZ,20250829,0.3636
399352.SZ,688361.SH,20250829,0.3623
399352.SZ,300468.SZ,20250829,0.3415
