指数代码,成分股票代码,交易日期,权重
399358.SZ,300750.SZ,20250829,28.3658
399358.SZ,600900.SH,20250829,12.2708
399358.SZ,002594.SZ,20250829,10.4818
399358.SZ,300274.SZ,20250829,5.2621
399358.SZ,601012.SH,20250829,3.5663
399358.SZ,600406.SH,20250829,2.7867
399358.SZ,300014.SZ,20250829,2.6
399358.SZ,601985.SH,20250829,2.5572
399358.SZ,600089.SH,20250829,2.1932
399358.SZ,600905.SH,20250829,2.1498
399358.SZ,600438.SH,20250829,2.0313
399358.SZ,600703.SH,20250829,1.829
399358.SZ,601727.SH,20250829,1.8271
399358.SZ,002466.SZ,20250829,1.6291
399358.SZ,002460.SZ,20250829,1.6105
399358.SZ,002340.SZ,20250829,1.2962
399358.SZ,000157.SZ,20250829,1.2942
399358.SZ,600886.SH,20250829,1.2462
399358.SZ,601877.SH,20250829,1.0348
399358.SZ,003816.SZ,20250829,0.9665
399358.SZ,002709.SZ,20250829,0.9274
399358.SZ,600674.SH,20250829,0.9183
399358.SZ,002129.SZ,20250829,0.8872
399358.SZ,605117.SH,20250829,0.869
399358.SZ,603659.SH,20250829,0.8369
399358.SZ,002459.SZ,20250829,0.8215
399358.SZ,600256.SH,20250829,0.8152
399358.SZ,600875.SH,20250829,0.7681
399358.SZ,002812.SZ,20250829,0.6795
399358.SZ,688223.SH,20250829,0.6715
399358.SZ,300316.SZ,20250829,0.6685
399358.SZ,688599.SH,20250829,0.6657
399358.SZ,688303.SH,20250829,0.6458
399358.SZ,600025.SH,20250829,0.614
399358.SZ,603806.SH,20250829,0.5575
399358.SZ,688472.SH,20250829,0.5271
399358.SZ,601865.SH,20250829,0.5221
399358.SZ,600968.SH,20250829,0.2783
399358.SZ,600236.SH,20250829,0.2444
399358.SZ,001289.SZ,20250829,0.0831
