指数代码,成分股票代码,交易日期,权重
399686.SZ,300059.SZ,20250829,33.2267
399686.SZ,000001.SZ,20250829,9.3755
399686.SZ,002142.SZ,20250829,8.8654
399686.SZ,000776.SZ,20250829,5.6625
399686.SZ,000166.SZ,20250829,4.0991
399686.SZ,002736.SZ,20250829,3.7338
399686.SZ,000617.SZ,20250829,3.0533
399686.SZ,002797.SZ,20250829,2.9365
399686.SZ,002966.SZ,20250829,2.9158
399686.SZ,000783.SZ,20250829,2.4652
399686.SZ,000728.SZ,20250829,2.2558
399686.SZ,002673.SZ,20250829,2.0196
399686.SZ,000750.SZ,20250829,1.7564
399686.SZ,002939.SZ,20250829,1.4821
399686.SZ,002926.SZ,20250829,1.4444
399686.SZ,002958.SZ,20250829,1.3469
399686.SZ,300773.SZ,20250829,1.3279
399686.SZ,000415.SZ,20250829,1.2606
399686.SZ,002500.SZ,20250829,1.1816
399686.SZ,002423.SZ,20250829,1.1684
399686.SZ,000686.SZ,20250829,1.1206
399686.SZ,000563.SZ,20250829,1.0209
399686.SZ,002670.SZ,20250829,1.0029
399686.SZ,000958.SZ,20250829,0.988
399686.SZ,002936.SZ,20250829,0.9384
399686.SZ,001227.SZ,20250829,0.8853
399686.SZ,002948.SZ,20250829,0.8715
399686.SZ,000987.SZ,20250829,0.8655
399686.SZ,002945.SZ,20250829,0.4345
399686.SZ,000567.SZ,20250829,0.2947
