指数代码,成分股票代码,交易日期,权重
399602.SZ,002594.SZ,20250829,10.6373
399602.SZ,002475.SZ,20250829,7.8649
399602.SZ,002371.SZ,20250829,5.1917
399602.SZ,002714.SZ,20250829,5.0361
399602.SZ,002352.SZ,20250829,3.5695
399602.SZ,002463.SZ,20250829,3.3864
399602.SZ,002625.SZ,20250829,2.7518
399602.SZ,002050.SZ,20250829,2.4616
399602.SZ,002028.SZ,20250829,1.8253
399602.SZ,002311.SZ,20250829,1.7552
399602.SZ,002179.SZ,20250829,1.7504
399602.SZ,002837.SZ,20250829,1.7116
399602.SZ,002466.SZ,20250829,1.6532
399602.SZ,002460.SZ,20250829,1.6344
399602.SZ,002517.SZ,20250829,1.5004
399602.SZ,002074.SZ,20250829,1.4355
399602.SZ,002001.SZ,20250829,1.4155
399602.SZ,002156.SZ,20250829,1.3594
399602.SZ,002236.SZ,20250829,1.3517
399602.SZ,002851.SZ,20250829,1.3374
399602.SZ,002340.SZ,20250829,1.3154
399602.SZ,002648.SZ,20250829,1.2725
399602.SZ,002920.SZ,20250829,1.2513
399602.SZ,002252.SZ,20250829,1.2333
399602.SZ,002273.SZ,20250829,1.2256
399602.SZ,002131.SZ,20250829,1.1109
399602.SZ,002126.SZ,20250829,1.0987
399602.SZ,002353.SZ,20250829,1.0385
399602.SZ,002130.SZ,20250829,0.9795
399602.SZ,002738.SZ,20250829,0.9543
399602.SZ,002709.SZ,20250829,0.9411
399602.SZ,002472.SZ,20250829,0.9032
399602.SZ,002850.SZ,20250829,0.9031
399602.SZ,002595.SZ,20250829,0.8901
399602.SZ,002294.SZ,20250829,0.8865
399602.SZ,002078.SZ,20250829,0.8831
399602.SZ,002821.SZ,20250829,0.8048
399602.SZ,002155.SZ,20250829,0.796
399602.SZ,002444.SZ,20250829,0.7818
399602.SZ,002335.SZ,20250829,0.7516
399602.SZ,002484.SZ,20250829,0.6425
399602.SZ,002409.SZ,20250829,0.6062
399602.SZ,002428.SZ,20250829,0.5938
399602.SZ,002056.SZ,20250829,0.5763
399602.SZ,002683.SZ,20250829,0.5413
399602.SZ,002568.SZ,20250829,0.534
399602.SZ,002607.SZ,20250829,0.5263
399602.SZ,002497.SZ,20250829,0.525
399602.SZ,002318.SZ,20250829,0.5151
399602.SZ,002249.SZ,20250829,0.498
399602.SZ,002176.SZ,20250829,0.4933
399602.SZ,002262.SZ,20250829,0.4883
399602.SZ,002432.SZ,20250829,0.4876
399602.SZ,002773.SZ,20250829,0.4715
399602.SZ,002756.SZ,20250829,0.4543
399602.SZ,002171.SZ,20250829,0.4524
399602.SZ,002276.SZ,20250829,0.446
399602.SZ,002240.SZ,20250829,0.4458
399602.SZ,002244.SZ,20250829,0.4227
399602.SZ,002506.SZ,20250829,0.4176
399602.SZ,002984.SZ,20250829,0.4153
399602.SZ,002468.SZ,20250829,0.3961
399602.SZ,002270.SZ,20250829,0.3699
399602.SZ,002779.SZ,20250829,0.3617
399602.SZ,003031.SZ,20250829,0.3586
399602.SZ,002539.SZ,20250829,0.337
399602.SZ,002324.SZ,20250829,0.3356
399602.SZ,002891.SZ,20250829,0.3303
399602.SZ,002895.SZ,20250829,0.3254
399602.SZ,002266.SZ,20250829,0.3178
399602.SZ,002518.SZ,20250829,0.314
399602.SZ,002215.SZ,20250829,0.2952
399602.SZ,002572.SZ,20250829,0.2865
399602.SZ,002011.SZ,20250829,0.2819
399602.SZ,002239.SZ,20250829,0.2815
399602.SZ,002847.SZ,20250829,0.2659
399602.SZ,002906.SZ,20250829,0.2623
399602.SZ,002032.SZ,20250829,0.261
399602.SZ,002192.SZ,20250829,0.2606
399602.SZ,002226.SZ,20250829,0.2518
399602.SZ,002079.SZ,20250829,0.2483
399602.SZ,002865.SZ,20250829,0.2483
399602.SZ,002096.SZ,20250829,0.2423
399602.SZ,002690.SZ,20250829,0.2273
399602.SZ,002351.SZ,20250829,0.2163
399602.SZ,002006.SZ,20250829,0.2147
399602.SZ,002608.SZ,20250829,0.2094
399602.SZ,002204.SZ,20250829,0.2078
399602.SZ,002832.SZ,20250829,0.1992
399602.SZ,002867.SZ,20250829,0.1985
399602.SZ,002668.SZ,20250829,0.1956
399602.SZ,002993.SZ,20250829,0.1946
399602.SZ,002320.SZ,20250829,0.1907
399602.SZ,003006.SZ,20250829,0.1894
399602.SZ,002158.SZ,20250829,0.1866
399602.SZ,002043.SZ,20250829,0.1844
399602.SZ,002051.SZ,20250829,0.1477
399602.SZ,002053.SZ,20250829,0.1394
399602.SZ,002833.SZ,20250829,0.1343
399602.SZ,002612.SZ,20250829,0.1281
