指数代码,成分股票代码,交易日期,权重
399434.SZ,002517.SZ,20250829,6.3543
399434.SZ,002558.SZ,20250829,5.968
399434.SZ,300418.SZ,20250829,5.5579
399434.SZ,002555.SZ,20250829,4.4503
399434.SZ,300251.SZ,20250829,4.2929
399434.SZ,300002.SZ,20250829,4.0341
399434.SZ,300058.SZ,20250829,3.8728
399434.SZ,002624.SZ,20250829,3.2538
399434.SZ,603444.SH,20250829,3.129
399434.SZ,300364.SZ,20250829,2.7118
399434.SZ,300459.SZ,20250829,2.7045
399434.SZ,300413.SZ,20250829,2.5009
399434.SZ,002131.SZ,20250829,2.4221
399434.SZ,300315.SZ,20250829,2.3972
399434.SZ,300182.SZ,20250829,2.0913
399434.SZ,002174.SZ,20250829,2.0548
399434.SZ,300766.SZ,20250829,2.013
399434.SZ,300113.SZ,20250829,1.9949
399434.SZ,600637.SH,20250829,1.9934
399434.SZ,600986.SH,20250829,1.9174
399434.SZ,002027.SZ,20250829,1.9159
399434.SZ,002400.SZ,20250829,1.8368
399434.SZ,000676.SZ,20250829,1.7717
399434.SZ,000681.SZ,20250829,1.6976
399434.SZ,002739.SZ,20250829,1.6891
399434.SZ,603000.SH,20250829,1.6722
399434.SZ,300133.SZ,20250829,1.6508
399434.SZ,600633.SH,20250829,1.5778
399434.SZ,301171.SZ,20250829,1.4938
399434.SZ,000917.SZ,20250829,1.4811
399434.SZ,300031.SZ,20250829,1.3776
399434.SZ,600977.SH,20250829,1.3653
399434.SZ,002292.SZ,20250829,1.3378
399434.SZ,002654.SZ,20250829,1.3152
399434.SZ,601928.SH,20250829,1.2549
399434.SZ,000156.SZ,20250829,1.1975
399434.SZ,600373.SH,20250829,0.977
399434.SZ,600556.SH,20250829,0.9411
399434.SZ,002605.SZ,20250829,0.9388
399434.SZ,603888.SH,20250829,0.8653
399434.SZ,603533.SH,20250829,0.7922
399434.SZ,600757.SH,20250829,0.7882
399434.SZ,601900.SH,20250829,0.7542
399434.SZ,601595.SH,20250829,0.6966
399434.SZ,601921.SH,20250829,0.5837
399434.SZ,603466.SH,20250829,0.535
399434.SZ,600640.SH,20250829,0.5013
399434.SZ,605168.SH,20250829,0.4924
399434.SZ,601801.SH,20250829,0.48
399434.SZ,301551.SZ,20250829,0.3047
