指数代码,成分股票代码,交易日期,权重
399088.SZ,300750.SZ,20250829,14.7207
399088.SZ,000333.SZ,20250829,7.4559
399088.SZ,300059.SZ,20250829,7.4447
399088.SZ,300308.SZ,20250829,6.3126
399088.SZ,002594.SZ,20250829,5.9871
399088.SZ,300124.SZ,20250829,3.0619
399088.SZ,300274.SZ,20250829,3.0057
399088.SZ,000063.SZ,20250829,2.9786
399088.SZ,002371.SZ,20250829,2.9221
399088.SZ,300760.SZ,20250829,2.7424
399088.SZ,002415.SZ,20250829,2.4196
399088.SZ,002230.SZ,20250829,2.1289
399088.SZ,000338.SZ,20250829,1.5865
399088.SZ,002625.SZ,20250829,1.5488
399088.SZ,000977.SZ,20250829,1.4267
399088.SZ,002050.SZ,20250829,1.3855
399088.SZ,300433.SZ,20250829,1.2449
399088.SZ,300408.SZ,20250829,1.144
399088.SZ,002049.SZ,20250829,1.0952
399088.SZ,002028.SZ,20250829,1.0274
399088.SZ,002916.SZ,20250829,1.0089
399088.SZ,002179.SZ,20250829,0.9852
399088.SZ,002837.SZ,20250829,0.9634
399088.SZ,002074.SZ,20250829,0.808
399088.SZ,300450.SZ,20250829,0.8056
399088.SZ,002156.SZ,20250829,0.7651
399088.SZ,002236.SZ,20250829,0.7608
399088.SZ,002851.SZ,20250829,0.7528
399088.SZ,002920.SZ,20250829,0.7043
399088.SZ,300207.SZ,20250829,0.6881
399088.SZ,002281.SZ,20250829,0.6822
399088.SZ,002402.SZ,20250829,0.6693
399088.SZ,300661.SZ,20250829,0.6442
399088.SZ,300454.SZ,20250829,0.6376
399088.SZ,002008.SZ,20250829,0.6169
399088.SZ,002353.SZ,20250829,0.5845
399088.SZ,300458.SZ,20250829,0.5736
399088.SZ,300496.SZ,20250829,0.5694
399088.SZ,002080.SZ,20250829,0.5166
399088.SZ,300604.SZ,20250829,0.5162
399088.SZ,002850.SZ,20250829,0.5083
399088.SZ,002294.SZ,20250829,0.499
399088.SZ,002821.SZ,20250829,0.453
399088.SZ,300054.SZ,20250829,0.4422
399088.SZ,002624.SZ,20250829,0.4324
399088.SZ,300832.SZ,20250829,0.4286
399088.SZ,002414.SZ,20250829,0.4172
399088.SZ,000733.SZ,20250829,0.4154
399088.SZ,300627.SZ,20250829,0.3916
399088.SZ,300012.SZ,20250829,0.3913
399088.SZ,300316.SZ,20250829,0.3819
399088.SZ,002152.SZ,20250829,0.3796
399088.SZ,300558.SZ,20250829,0.3718
399088.SZ,300699.SZ,20250829,0.3494
399088.SZ,002056.SZ,20250829,0.3243
399088.SZ,300568.SZ,20250829,0.3173
399088.SZ,002025.SZ,20250829,0.3094
399088.SZ,002583.SZ,20250829,0.3051
399088.SZ,002396.SZ,20250829,0.3029
399088.SZ,300638.SZ,20250829,0.3029
399088.SZ,000513.SZ,20250829,0.2987
399088.SZ,300679.SZ,20250829,0.283
399088.SZ,300751.SZ,20250829,0.2812
399088.SZ,300567.SZ,20250829,0.2781
399088.SZ,002212.SZ,20250829,0.2752
399088.SZ,002262.SZ,20250829,0.2748
399088.SZ,300573.SZ,20250829,0.2469
399088.SZ,300101.SZ,20250829,0.2274
399088.SZ,300776.SZ,20250829,0.2149
399088.SZ,301489.SZ,20250829,0.2063
399088.SZ,000969.SZ,20250829,0.2057
399088.SZ,300693.SZ,20250829,0.1983
399088.SZ,300098.SZ,20250829,0.1903
399088.SZ,002046.SZ,20250829,0.1888
399088.SZ,000825.SZ,20250829,0.1848
399088.SZ,301165.SZ,20250829,0.1821
399088.SZ,301095.SZ,20250829,0.1751
399088.SZ,300034.SZ,20250829,0.1706
399088.SZ,300633.SZ,20250829,0.1556
399088.SZ,002643.SZ,20250829,0.1527
399088.SZ,002334.SZ,20250829,0.1467
399088.SZ,000962.SZ,20250829,0.1385
399088.SZ,300232.SZ,20250829,0.137
399088.SZ,300177.SZ,20250829,0.1361
399088.SZ,300684.SZ,20250829,0.135
399088.SZ,300482.SZ,20250829,0.1291
399088.SZ,300119.SZ,20250829,0.129
399088.SZ,300252.SZ,20250829,0.1273
399088.SZ,301080.SZ,20250829,0.1174
399088.SZ,002967.SZ,20250829,0.1068
399088.SZ,002897.SZ,20250829,0.1054
399088.SZ,001283.SZ,20250829,0.0968
399088.SZ,000551.SZ,20250829,0.0775
399088.SZ,300351.SZ,20250829,0.0742
399088.SZ,300206.SZ,20250829,0.07
399088.SZ,300358.SZ,20250829,0.0626
399088.SZ,300286.SZ,20250829,0.0592
399088.SZ,300745.SZ,20250829,0.056
399088.SZ,300105.SZ,20250829,0.0481
399088.SZ,002209.SZ,20250829,0.0416
