指数代码,成分股票代码,交易日期,权重
399807.SZ,601766.SH,20250829,15.196
399807.SZ,601006.SH,20250829,13.297
399807.SZ,601816.SH,20250829,13.161
399807.SZ,601390.SH,20250829,10.521
399807.SZ,601186.SH,20250829,6.749
399807.SZ,600967.SH,20250829,3.948
399807.SZ,300001.SZ,20250829,3.262
399807.SZ,688009.SH,20250829,2.604
399807.SZ,600820.SH,20250829,2.561
399807.SZ,688187.SH,20250829,2.277
399807.SZ,601333.SH,20250829,1.964
399807.SZ,600528.SH,20250829,1.709
399807.SZ,300587.SZ,20250829,1.33
399807.SZ,300284.SZ,20250829,1.275
399807.SZ,600458.SH,20250829,1.218
399807.SZ,300213.SZ,20250829,1.188
399807.SZ,603508.SH,20250829,1.174
399807.SZ,002161.SZ,20250829,1.094
399807.SZ,000925.SZ,20250829,0.987
399807.SZ,000008.SZ,20250829,0.981
399807.SZ,600125.SH,20250829,0.974
399807.SZ,603018.SH,20250829,0.97
399807.SZ,603111.SH,20250829,0.962
399807.SZ,600268.SH,20250829,0.951
399807.SZ,002296.SZ,20250829,0.847
399807.SZ,600495.SH,20250829,0.839
399807.SZ,300320.SZ,20250829,0.825
399807.SZ,002480.SZ,20250829,0.764
399807.SZ,300440.SZ,20250829,0.738
399807.SZ,600169.SH,20250829,0.716
399807.SZ,300011.SZ,20250829,0.592
399807.SZ,601002.SH,20250829,0.561
399807.SZ,688033.SH,20250829,0.559
399807.SZ,300150.SZ,20250829,0.411
399807.SZ,300407.SZ,20250829,0.397
399807.SZ,603500.SH,20250829,0.34
399807.SZ,300789.SZ,20250829,0.301
399807.SZ,605001.SH,20250829,0.266
399807.SZ,301102.SZ,20250829,0.253
399807.SZ,300960.SZ,20250829,0.234
399807.SZ,300906.SZ,20250829,0.223
399807.SZ,301016.SZ,20250829,0.219
399807.SZ,001324.SZ,20250829,0.202
399807.SZ,300923.SZ,20250829,0.185
399807.SZ,300851.SZ,20250829,0.173
