指数代码,成分股票代码,交易日期,权重
399282.SZ,000063.SZ,20250829,11.0451
399282.SZ,002230.SZ,20250829,8.3921
399282.SZ,300033.SZ,20250829,6.8466
399282.SZ,000977.SZ,20250829,5.6241
399282.SZ,300803.SZ,20250829,4.4299
399282.SZ,000938.SZ,20250829,4.0989
399282.SZ,300339.SZ,20250829,4.0601
399282.SZ,002195.SZ,20250829,3.6347
399282.SZ,000066.SZ,20250829,2.9096
399282.SZ,300454.SZ,20250829,2.5136
399282.SZ,300442.SZ,20250829,2.3249
399282.SZ,300002.SZ,20250829,2.1135
399282.SZ,300017.SZ,20250829,2.0282
399282.SZ,300085.SZ,20250829,1.9992
399282.SZ,002065.SZ,20250829,1.9321
399282.SZ,300383.SZ,20250829,1.8323
399282.SZ,000997.SZ,20250829,1.7402
399282.SZ,002405.SZ,20250829,1.6952
399282.SZ,002335.SZ,20250829,1.6676
399282.SZ,300627.SZ,20250829,1.5435
399282.SZ,300170.SZ,20250829,1.5151
399282.SZ,002152.SZ,20250829,1.4965
399282.SZ,300253.SZ,20250829,1.4866
399282.SZ,300738.SZ,20250829,1.4115
399282.SZ,300766.SZ,20250829,1.2216
399282.SZ,300674.SZ,20250829,1.2173
399282.SZ,300229.SZ,20250829,1.2004
399282.SZ,002396.SZ,20250829,1.1939
399282.SZ,300682.SZ,20250829,1.1395
399282.SZ,300113.SZ,20250829,1.0451
399282.SZ,300348.SZ,20250829,0.9711
399282.SZ,002368.SZ,20250829,0.9579
399282.SZ,002373.SZ,20250829,0.9495
399282.SZ,002439.SZ,20250829,0.9455
399282.SZ,300212.SZ,20250829,0.9008
399282.SZ,300166.SZ,20250829,0.8201
399282.SZ,300098.SZ,20250829,0.7502
399282.SZ,300075.SZ,20250829,0.734
399282.SZ,002153.SZ,20250829,0.72
399282.SZ,300687.SZ,20250829,0.7079
399282.SZ,300168.SZ,20250829,0.7071
399282.SZ,300188.SZ,20250829,0.7018
399282.SZ,300525.SZ,20250829,0.6974
399282.SZ,000555.SZ,20250829,0.6844
399282.SZ,300053.SZ,20250829,0.6764
399282.SZ,300352.SZ,20250829,0.6555
399282.SZ,300036.SZ,20250829,0.624
399282.SZ,300634.SZ,20250829,0.5982
399282.SZ,301091.SZ,20250829,0.5309
399282.SZ,300768.SZ,20250829,0.3085
