指数代码,成分股票代码,交易日期,权重
399259.SZ,300274.SZ,20250829,12.4245
399259.SZ,300014.SZ,20250829,9.9547
399259.SZ,300750.SZ,20250829,9.7699
399259.SZ,300207.SZ,20250829,4.7385
399259.SZ,300779.SZ,20250829,4.087
399259.SZ,300748.SZ,20250829,3.4963
399259.SZ,300037.SZ,20250829,3.2067
399259.SZ,300346.SZ,20250829,3.0059
399259.SZ,300073.SZ,20250829,2.754
399259.SZ,300316.SZ,20250829,2.6297
399259.SZ,300296.SZ,20250829,2.2758
399259.SZ,300432.SZ,20250829,2.2067
399259.SZ,300763.SZ,20250829,2.1242
399259.SZ,301358.SZ,20250829,2.0558
399259.SZ,300068.SZ,20250829,1.8566
399259.SZ,300007.SZ,20250829,1.6893
399259.SZ,300776.SZ,20250829,1.4802
399259.SZ,300438.SZ,20250829,1.4245
399259.SZ,300693.SZ,20250829,1.3656
399259.SZ,300070.SZ,20250829,1.3611
399259.SZ,300118.SZ,20250829,1.3501
399259.SZ,300457.SZ,20250829,1.3026
399259.SZ,300102.SZ,20250829,1.2584
399259.SZ,300185.SZ,20250829,1.2052
399259.SZ,300222.SZ,20250829,1.1663
399259.SZ,300769.SZ,20250829,1.1469
399259.SZ,300303.SZ,20250829,1.129
399259.SZ,300850.SZ,20250829,1.1254
399259.SZ,300827.SZ,20250829,1.089
399259.SZ,301018.SZ,20250829,1.0754
399259.SZ,300203.SZ,20250829,1.029
399259.SZ,300772.SZ,20250829,0.9902
399259.SZ,301155.SZ,20250829,0.9711
399259.SZ,300232.SZ,20250829,0.9438
399259.SZ,300323.SZ,20250829,0.933
399259.SZ,301291.SZ,20250829,0.9321
399259.SZ,300443.SZ,20250829,0.8675
399259.SZ,300072.SZ,20250829,0.8144
399259.SZ,301127.SZ,20250829,0.7417
399259.SZ,300393.SZ,20250829,0.7047
399259.SZ,301487.SZ,20250829,0.6902
399259.SZ,300129.SZ,20250829,0.6771
399259.SZ,301238.SZ,20250829,0.6023
399259.SZ,300140.SZ,20250829,0.5859
399259.SZ,300820.SZ,20250829,0.5496
399259.SZ,301325.SZ,20250829,0.5138
399259.SZ,301175.SZ,20250829,0.505
399259.SZ,301327.SZ,20250829,0.4338
399259.SZ,300080.SZ,20250829,0.4178
399259.SZ,301500.SZ,20250829,0.3416
