指数代码,成分股票代码,交易日期,权重
399814.SZ,002714.SZ,20250829,7.085
399814.SZ,000792.SZ,20250829,6.823
399814.SZ,300498.SZ,20250829,5.745
399814.SZ,600887.SH,20250829,5.477
399814.SZ,603288.SH,20250829,5.432
399814.SZ,002311.SZ,20250829,5.413
399814.SZ,605499.SH,20250829,5.107
399814.SZ,000408.SZ,20250829,4.478
399814.SZ,600096.SH,20250829,3.674
399814.SZ,000895.SZ,20250829,2.774
399814.SZ,600298.SH,20250829,2.547
399814.SZ,300765.SZ,20250829,2.38
399814.SZ,000876.SZ,20250829,2.366
399814.SZ,600873.SH,20250829,2.337
399814.SZ,600141.SH,20250829,2.266
399814.SZ,300999.SZ,20250829,2.124
399814.SZ,000893.SZ,20250829,1.987
399814.SZ,600486.SH,20250829,1.896
399814.SZ,600331.SH,20250829,1.841
399814.SZ,600737.SH,20250829,1.83
399814.SZ,603345.SH,20250829,1.614
399814.SZ,002385.SZ,20250829,1.54
399814.SZ,002312.SZ,20250829,1.402
399814.SZ,300146.SZ,20250829,1.324
399814.SZ,600872.SH,20250829,1.261
399814.SZ,603077.SH,20250829,1.249
399814.SZ,002299.SZ,20250829,1.167
399814.SZ,002507.SZ,20250829,1.142
399814.SZ,603156.SH,20250829,1.139
399814.SZ,600598.SH,20250829,1.12
399814.SZ,000998.SZ,20250829,1.086
399814.SZ,002895.SZ,20250829,1.005
399814.SZ,000902.SZ,20250829,0.993
399814.SZ,601118.SH,20250829,0.944
399814.SZ,002847.SZ,20250829,0.86
399814.SZ,002597.SZ,20250829,0.847
399814.SZ,600866.SH,20250829,0.721
399814.SZ,002557.SZ,20250829,0.718
399814.SZ,300761.SZ,20250829,0.701
399814.SZ,603599.SH,20250829,0.687
399814.SZ,300783.SZ,20250829,0.674
399814.SZ,603027.SH,20250829,0.67
399814.SZ,600597.SH,20250829,0.641
399814.SZ,603477.SH,20250829,0.571
399814.SZ,601952.SH,20250829,0.568
399814.SZ,600299.SH,20250829,0.45
399814.SZ,603317.SH,20250829,0.407
399814.SZ,002946.SZ,20250829,0.36
399814.SZ,601038.SH,20250829,0.309
399814.SZ,605296.SH,20250829,0.25
