指数代码,成分股票代码,交易日期,权重
399661.SZ,000513.SZ,20250829,1.3484
399661.SZ,000538.SZ,20250829,1.316
399661.SZ,000830.SZ,20250829,1.2952
399661.SZ,000895.SZ,20250829,1.2733
399661.SZ,002714.SZ,20250829,1.2553
399661.SZ,000001.SZ,20250829,1.2414
399661.SZ,000630.SZ,20250829,1.2001
399661.SZ,002939.SZ,20250829,1.1913
399661.SZ,000960.SZ,20250829,1.1864
399661.SZ,002736.SZ,20250829,1.186
399661.SZ,002252.SZ,20250829,1.1561
399661.SZ,000776.SZ,20250829,1.1555
399661.SZ,000408.SZ,20250829,1.1536
399661.SZ,000623.SZ,20250829,1.1532
399661.SZ,000792.SZ,20250829,1.1507
399661.SZ,002078.SZ,20250829,1.1396
399661.SZ,000591.SZ,20250829,1.1303
399661.SZ,002203.SZ,20250829,1.1257
399661.SZ,002001.SZ,20250829,1.0996
399661.SZ,002032.SZ,20250829,1.0982
399661.SZ,002266.SZ,20250829,1.0918
399661.SZ,002493.SZ,20250829,1.0898
399661.SZ,002056.SZ,20250829,1.0889
399661.SZ,002304.SZ,20250829,1.0885
399661.SZ,000825.SZ,20250829,1.088
399661.SZ,002064.SZ,20250829,1.0763
399661.SZ,000878.SZ,20250829,1.0744
399661.SZ,002028.SZ,20250829,1.0704
399661.SZ,000883.SZ,20250829,1.065
399661.SZ,000708.SZ,20250829,1.0625
399661.SZ,000983.SZ,20250829,1.0612
399661.SZ,002340.SZ,20250829,1.0611
399661.SZ,002415.SZ,20250829,1.0592
399661.SZ,000800.SZ,20250829,1.0591
399661.SZ,002966.SZ,20250829,1.0579
399661.SZ,000709.SZ,20250829,1.0553
399661.SZ,001286.SZ,20250829,1.0511
399661.SZ,000703.SZ,20250829,1.0442
399661.SZ,002608.SZ,20250829,1.0426
399661.SZ,000959.SZ,20250829,1.0276
399661.SZ,002262.SZ,20250829,1.025
399661.SZ,000651.SZ,20250829,1.0233
399661.SZ,002352.SZ,20250829,1.0221
399661.SZ,002007.SZ,20250829,1.0199
399661.SZ,003816.SZ,20250829,1.0176
399661.SZ,000725.SZ,20250829,1.0175
399661.SZ,003035.SZ,20250829,1.0036
399661.SZ,000425.SZ,20250829,1.0035
399661.SZ,002120.SZ,20250829,1.0031
399661.SZ,002601.SZ,20250829,1.0009
399661.SZ,000539.SZ,20250829,1.0001
399661.SZ,002926.SZ,20250829,0.9963
399661.SZ,000027.SZ,20250829,0.9956
399661.SZ,000728.SZ,20250829,0.9928
399661.SZ,002027.SZ,20250829,0.9919
399661.SZ,002831.SZ,20250829,0.9869
399661.SZ,002508.SZ,20250829,0.981
399661.SZ,000333.SZ,20250829,0.9808
399661.SZ,000537.SZ,20250829,0.9799
399661.SZ,000166.SZ,20250829,0.9744
399661.SZ,000898.SZ,20250829,0.9622
399661.SZ,002223.SZ,20250829,0.9577
399661.SZ,000301.SZ,20250829,0.9564
399661.SZ,002202.SZ,20250829,0.9461
399661.SZ,002299.SZ,20250829,0.945
399661.SZ,000739.SZ,20250829,0.9296
399661.SZ,002157.SZ,20250829,0.9261
399661.SZ,002461.SZ,20250829,0.9227
399661.SZ,002500.SZ,20250829,0.922
399661.SZ,000876.SZ,20250829,0.9176
399661.SZ,002142.SZ,20250829,0.915
399661.SZ,300498.SZ,20250829,0.911
399661.SZ,002128.SZ,20250829,0.889
399661.SZ,002179.SZ,20250829,0.8874
399661.SZ,000768.SZ,20250829,0.8835
399661.SZ,000157.SZ,20250829,0.8824
399661.SZ,002595.SZ,20250829,0.8823
399661.SZ,000858.SZ,20250829,0.8773
399661.SZ,002603.SZ,20250829,0.8765
399661.SZ,000729.SZ,20250829,0.8765
399661.SZ,002385.SZ,20250829,0.8758
399661.SZ,000738.SZ,20250829,0.8751
399661.SZ,002984.SZ,20250829,0.8563
399661.SZ,000629.SZ,20250829,0.8551
399661.SZ,000963.SZ,20250829,0.8498
399661.SZ,002311.SZ,20250829,0.8434
399661.SZ,000937.SZ,20250829,0.8377
399661.SZ,001289.SZ,20250829,0.8361
399661.SZ,000598.SZ,20250829,0.8349
399661.SZ,002294.SZ,20250829,0.8345
399661.SZ,002318.SZ,20250829,0.8295
399661.SZ,001872.SZ,20250829,0.8276
399661.SZ,001965.SZ,20250829,0.8272
399661.SZ,300146.SZ,20250829,0.8245
399661.SZ,000423.SZ,20250829,0.8173
399661.SZ,300760.SZ,20250829,0.8142
399661.SZ,000999.SZ,20250829,0.7924
399661.SZ,000786.SZ,20250829,0.7806
399661.SZ,000338.SZ,20250829,0.7685
399661.SZ,000625.SZ,20250829,0.7663
