指数代码,成分股票代码,交易日期,权重
399660.SZ,300502.SZ,20250829,2.7102
399660.SZ,300308.SZ,20250829,2.5114
399660.SZ,300394.SZ,20250829,2.1668
399660.SZ,300476.SZ,20250829,2.0318
399660.SZ,002916.SZ,20250829,1.6043
399660.SZ,002384.SZ,20250829,1.5907
399660.SZ,002938.SZ,20250829,1.5282
399660.SZ,002463.SZ,20250829,1.4476
399660.SZ,002600.SZ,20250829,1.404
399660.SZ,002241.SZ,20250829,1.2679
399660.SZ,300450.SZ,20250829,1.2567
399660.SZ,300033.SZ,20250829,1.2402
399660.SZ,300274.SZ,20250829,1.2147
399660.SZ,002939.SZ,20250829,1.1414
399660.SZ,002414.SZ,20250829,1.1308
399660.SZ,002466.SZ,20250829,1.1091
399660.SZ,002475.SZ,20250829,1.1044
399660.SZ,300433.SZ,20250829,1.0815
399660.SZ,002074.SZ,20250829,1.081
399660.SZ,002156.SZ,20250829,1.0573
399660.SZ,002625.SZ,20250829,1.039
399660.SZ,300059.SZ,20250829,1.0322
399660.SZ,300866.SZ,20250829,1.026
399660.SZ,002555.SZ,20250829,1.0221
399660.SZ,300207.SZ,20250829,1.0135
399660.SZ,300408.SZ,20250829,1.0126
399660.SZ,002736.SZ,20250829,1.0091
399660.SZ,002653.SZ,20250829,1.0001
399660.SZ,002459.SZ,20250829,0.9949
399660.SZ,301308.SZ,20250829,0.9897
399660.SZ,002714.SZ,20250829,0.9833
399660.SZ,002460.SZ,20250829,0.9735
399660.SZ,300014.SZ,20250829,0.9734
399660.SZ,002920.SZ,20250829,0.9729
399660.SZ,300442.SZ,20250829,0.97
399660.SZ,300339.SZ,20250829,0.97
399660.SZ,002049.SZ,20250829,0.9683
399660.SZ,002532.SZ,20250829,0.9592
399660.SZ,300750.SZ,20250829,0.955
399660.SZ,002236.SZ,20250829,0.9538
399660.SZ,002709.SZ,20250829,0.9482
399660.SZ,300759.SZ,20250829,0.9459
399660.SZ,300223.SZ,20250829,0.9427
399660.SZ,002050.SZ,20250829,0.9424
399660.SZ,300347.SZ,20250829,0.934
399660.SZ,300418.SZ,20250829,0.929
399660.SZ,002028.SZ,20250829,0.929
399660.SZ,002945.SZ,20250829,0.9271
399660.SZ,002340.SZ,20250829,0.9266
399660.SZ,002202.SZ,20250829,0.9249
399660.SZ,302132.SZ,20250829,0.9201
399660.SZ,002064.SZ,20250829,0.9181
399660.SZ,300474.SZ,20250829,0.9164
399660.SZ,300919.SZ,20250829,0.9067
399660.SZ,002648.SZ,20250829,0.8996
399660.SZ,300124.SZ,20250829,0.8974
399660.SZ,002371.SZ,20250829,0.8965
399660.SZ,300413.SZ,20250829,0.881
399660.SZ,002812.SZ,20250829,0.8795
399660.SZ,300782.SZ,20250829,0.8769
399660.SZ,002027.SZ,20250829,0.8758
399660.SZ,002001.SZ,20250829,0.8728
399660.SZ,002493.SZ,20250829,0.8587
399660.SZ,300122.SZ,20250829,0.8542
399660.SZ,300999.SZ,20250829,0.8492
399660.SZ,300896.SZ,20250829,0.8486
399660.SZ,002601.SZ,20250829,0.8483
399660.SZ,002304.SZ,20250829,0.846
399660.SZ,002129.SZ,20250829,0.8448
399660.SZ,300316.SZ,20250829,0.8409
399660.SZ,002415.SZ,20250829,0.8394
399660.SZ,301236.SZ,20250829,0.8393
399660.SZ,300628.SZ,20250829,0.8386
399660.SZ,002180.SZ,20250829,0.8377
399660.SZ,002230.SZ,20250829,0.8372
399660.SZ,002078.SZ,20250829,0.8364
399660.SZ,300251.SZ,20250829,0.836
399660.SZ,002142.SZ,20250829,0.8145
399660.SZ,300015.SZ,20250829,0.8117
399660.SZ,002271.SZ,20250829,0.811
399660.SZ,300661.SZ,20250829,0.8097
399660.SZ,003816.SZ,20250829,0.8083
399660.SZ,002128.SZ,20250829,0.8046
399660.SZ,002179.SZ,20250829,0.8042
399660.SZ,002007.SZ,20250829,0.8023
399660.SZ,300498.SZ,20250829,0.7972
399660.SZ,300760.SZ,20250829,0.7892
399660.SZ,300979.SZ,20250829,0.7826
399660.SZ,002223.SZ,20250829,0.7799
399660.SZ,301269.SZ,20250829,0.7722
399660.SZ,002311.SZ,20250829,0.7669
399660.SZ,300832.SZ,20250829,0.762
399660.SZ,002294.SZ,20250829,0.7612
399660.SZ,002252.SZ,20250829,0.7552
399660.SZ,002594.SZ,20250829,0.7531
399660.SZ,002422.SZ,20250829,0.7273
399660.SZ,002595.SZ,20250829,0.7253
399660.SZ,002352.SZ,20250829,0.7235
399660.SZ,002032.SZ,20250829,0.7216
399660.SZ,300765.SZ,20250829,0.6724
