指数代码,成分股票代码,交易日期,权重
399619.SZ,300059.SZ,20250829,17.0062
399619.SZ,002142.SZ,20250829,13.1641
399619.SZ,000001.SZ,20250829,12.9903
399619.SZ,000776.SZ,20250829,8.4082
399619.SZ,000166.SZ,20250829,6.0867
399619.SZ,002736.SZ,20250829,5.5443
399619.SZ,000617.SZ,20250829,4.5338
399619.SZ,002797.SZ,20250829,4.3603
399619.SZ,002966.SZ,20250829,4.3296
399619.SZ,000783.SZ,20250829,3.6605
399619.SZ,000728.SZ,20250829,3.3496
399619.SZ,002673.SZ,20250829,2.9988
399619.SZ,000750.SZ,20250829,2.6081
399619.SZ,002939.SZ,20250829,2.2007
399619.SZ,000415.SZ,20250829,1.8718
399619.SZ,002500.SZ,20250829,1.7545
399619.SZ,002423.SZ,20250829,1.7349
399619.SZ,000958.SZ,20250829,1.4671
399619.SZ,000987.SZ,20250829,1.2852
399619.SZ,002945.SZ,20250829,0.6452
