指数代码,成分股票代码,交易日期,权重
399294.SZ,300750.SZ,20250829,26.3367
399294.SZ,002594.SZ,20250829,9.732
399294.SZ,300274.SZ,20250829,4.8856
399294.SZ,002371.SZ,20250829,4.7499
399294.SZ,002714.SZ,20250829,4.6075
399294.SZ,002415.SZ,20250829,3.933
399294.SZ,002142.SZ,20250829,3.2288
399294.SZ,002463.SZ,20250829,3.0982
399294.SZ,002027.SZ,20250829,2.8086
399294.SZ,300408.SZ,20250829,1.8596
399294.SZ,002916.SZ,20250829,1.64
399294.SZ,002311.SZ,20250829,1.6058
399294.SZ,002179.SZ,20250829,1.6014
399294.SZ,002304.SZ,20250829,1.4907
399294.SZ,002422.SZ,20250829,1.4105
399294.SZ,002517.SZ,20250829,1.3727
399294.SZ,002938.SZ,20250829,1.3041
399294.SZ,002001.SZ,20250829,1.295
399294.SZ,002648.SZ,20250829,1.1642
399294.SZ,002185.SZ,20250829,1.0179
399294.SZ,300866.SZ,20250829,1.015
399294.SZ,002008.SZ,20250829,1.0027
399294.SZ,002202.SZ,20250829,0.9797
399294.SZ,002353.SZ,20250829,0.9502
399294.SZ,002532.SZ,20250829,0.9451
399294.SZ,003816.SZ,20250829,0.8974
399294.SZ,002738.SZ,20250829,0.8731
399294.SZ,300724.SZ,20250829,0.8667
399294.SZ,002595.SZ,20250829,0.8143
399294.SZ,002078.SZ,20250829,0.8079
399294.SZ,300037.SZ,20250829,0.7569
399294.SZ,002444.SZ,20250829,0.7153
399294.SZ,002624.SZ,20250829,0.7029
399294.SZ,300832.SZ,20250829,0.6966
399294.SZ,002128.SZ,20250829,0.6827
399294.SZ,002414.SZ,20250829,0.6782
399294.SZ,300373.SZ,20250829,0.6595
399294.SZ,300073.SZ,20250829,0.65
399294.SZ,300316.SZ,20250829,0.6207
399294.SZ,002152.SZ,20250829,0.6171
399294.SZ,300628.SZ,20250829,0.599
399294.SZ,300699.SZ,20250829,0.568
399294.SZ,002939.SZ,20250829,0.5398
399294.SZ,300919.SZ,20250829,0.5281
399294.SZ,002056.SZ,20250829,0.5272
399294.SZ,301358.SZ,20250829,0.4852
399294.SZ,300144.SZ,20250829,0.4691
399294.SZ,002756.SZ,20250829,0.4157
399294.SZ,300146.SZ,20250829,0.4054
399294.SZ,300601.SZ,20250829,0.3878
