指数代码,成分股票代码,交易日期,权重
399631.SZ,000333.SZ,20250829,6.2233
399631.SZ,002594.SZ,20250829,4.9974
399631.SZ,000858.SZ,20250829,4.0412
399631.SZ,000651.SZ,20250829,3.1828
399631.SZ,000063.SZ,20250829,2.4862
399631.SZ,000725.SZ,20250829,2.4079
399631.SZ,002714.SZ,20250829,2.366
399631.SZ,000568.SZ,20250829,1.7669
399631.SZ,000001.SZ,20250829,1.7534
399631.SZ,002352.SZ,20250829,1.6769
399631.SZ,300498.SZ,20250829,1.6646
399631.SZ,002142.SZ,20250829,1.658
399631.SZ,000100.SZ,20250829,1.4486
399631.SZ,002027.SZ,20250829,1.4422
399631.SZ,000425.SZ,20250829,1.3602
399631.SZ,000338.SZ,20250829,1.3242
399631.SZ,000776.SZ,20250829,1.059
399631.SZ,300433.SZ,20250829,1.0391
399631.SZ,000625.SZ,20250829,0.9378
399631.SZ,000166.SZ,20250829,0.7666
399631.SZ,002304.SZ,20250829,0.7655
399631.SZ,000538.SZ,20250829,0.7395
399631.SZ,002422.SZ,20250829,0.7243
399631.SZ,000807.SZ,20250829,0.6942
399631.SZ,002938.SZ,20250829,0.6696
399631.SZ,002001.SZ,20250829,0.665
399631.SZ,002558.SZ,20250829,0.6621
399631.SZ,002236.SZ,20250829,0.635
399631.SZ,000157.SZ,20250829,0.617
399631.SZ,002648.SZ,20250829,0.5978
399631.SZ,000963.SZ,20250829,0.579
399631.SZ,300207.SZ,20250829,0.5743
399631.SZ,000617.SZ,20250829,0.571
399631.SZ,002966.SZ,20250829,0.5453
399631.SZ,001979.SZ,20250829,0.5394
399631.SZ,000630.SZ,20250829,0.5373
399631.SZ,000661.SZ,20250829,0.5343
399631.SZ,000933.SZ,20250829,0.5123
399631.SZ,002202.SZ,20250829,0.5031
399631.SZ,002555.SZ,20250829,0.4937
399631.SZ,002601.SZ,20250829,0.4899
399631.SZ,002353.SZ,20250829,0.4879
399631.SZ,002532.SZ,20250829,0.4853
399631.SZ,002493.SZ,20250829,0.4699
399631.SZ,000895.SZ,20250829,0.462
399631.SZ,000783.SZ,20250829,0.461
399631.SZ,003816.SZ,20250829,0.4608
399631.SZ,300724.SZ,20250829,0.4451
399631.SZ,002080.SZ,20250829,0.4312
399631.SZ,300017.SZ,20250829,0.4294
399631.SZ,000728.SZ,20250829,0.4219
399631.SZ,000596.SZ,20250829,0.4191
399631.SZ,002078.SZ,20250829,0.4149
399631.SZ,000786.SZ,20250829,0.4117
399631.SZ,000932.SZ,20250829,0.4016
399631.SZ,300003.SZ,20250829,0.4001
399631.SZ,000423.SZ,20250829,0.395
399631.SZ,002223.SZ,20250829,0.3815
399631.SZ,002821.SZ,20250829,0.3781
399631.SZ,002673.SZ,20250829,0.3777
399631.SZ,002271.SZ,20250829,0.3737
399631.SZ,000997.SZ,20250829,0.3685
399631.SZ,002444.SZ,20250829,0.3673
399631.SZ,000960.SZ,20250829,0.3582
399631.SZ,000878.SZ,20250829,0.3515
399631.SZ,002128.SZ,20250829,0.3505
399631.SZ,001965.SZ,20250829,0.3391
399631.SZ,300073.SZ,20250829,0.3338
399631.SZ,000999.SZ,20250829,0.3309
399631.SZ,000887.SZ,20250829,0.3235
399631.SZ,000623.SZ,20250829,0.3154
399631.SZ,300628.SZ,20250829,0.3076
399631.SZ,000983.SZ,20250829,0.3052
399631.SZ,000683.SZ,20250829,0.2978
399631.SZ,000528.SZ,20250829,0.2894
399631.SZ,002939.SZ,20250829,0.2772
399631.SZ,300919.SZ,20250829,0.2712
399631.SZ,002056.SZ,20250829,0.2707
399631.SZ,002926.SZ,20250829,0.2701
399631.SZ,300677.SZ,20250829,0.2665
399631.SZ,000039.SZ,20250829,0.2578
399631.SZ,002683.SZ,20250829,0.2543
399631.SZ,002396.SZ,20250829,0.2528
399631.SZ,000830.SZ,20250829,0.2523
399631.SZ,002958.SZ,20250829,0.2519
399631.SZ,000513.SZ,20250829,0.2493
399631.SZ,300773.SZ,20250829,0.2483
399631.SZ,002318.SZ,20250829,0.242
399631.SZ,002064.SZ,20250829,0.2387
399631.SZ,000415.SZ,20250829,0.2357
399631.SZ,002249.SZ,20250829,0.234
399631.SZ,002432.SZ,20250829,0.2291
399631.SZ,000060.SZ,20250829,0.2249
399631.SZ,002773.SZ,20250829,0.2215
399631.SZ,002500.SZ,20250829,0.221
399631.SZ,002423.SZ,20250829,0.2185
399631.SZ,002048.SZ,20250829,0.2171
399631.SZ,000591.SZ,20250829,0.2141
399631.SZ,002756.SZ,20250829,0.2134
399631.SZ,000686.SZ,20250829,0.2096
399631.SZ,000703.SZ,20250829,0.2082
399631.SZ,300146.SZ,20250829,0.2082
399631.SZ,002429.SZ,20250829,0.2077
399631.SZ,300390.SZ,20250829,0.2003
399631.SZ,002244.SZ,20250829,0.1986
399631.SZ,002807.SZ,20250829,0.1982
399631.SZ,002430.SZ,20250829,0.1981
399631.SZ,002984.SZ,20250829,0.1951
399631.SZ,300181.SZ,20250829,0.1939
399631.SZ,000563.SZ,20250829,0.1909
399631.SZ,000708.SZ,20250829,0.1898
399631.SZ,002015.SZ,20250829,0.1896
399631.SZ,000581.SZ,20250829,0.1868
399631.SZ,002468.SZ,20250829,0.1861
399631.SZ,000422.SZ,20250829,0.1854
399631.SZ,000958.SZ,20250829,0.1848
399631.SZ,000951.SZ,20250829,0.1839
399631.SZ,002020.SZ,20250829,0.183
399631.SZ,002120.SZ,20250829,0.1793
399631.SZ,000921.SZ,20250829,0.1791
399631.SZ,002507.SZ,20250829,0.1768
399631.SZ,002299.SZ,20250829,0.1756
399631.SZ,002936.SZ,20250829,0.1755
399631.SZ,002270.SZ,20250829,0.1738
399631.SZ,000875.SZ,20250829,0.1697
399631.SZ,000559.SZ,20250829,0.1696
399631.SZ,002706.SZ,20250829,0.1691
399631.SZ,002701.SZ,20250829,0.1682
399631.SZ,002831.SZ,20250829,0.1661
399631.SZ,002536.SZ,20250829,0.1656
399631.SZ,001227.SZ,20250829,0.1656
399631.SZ,300070.SZ,20250829,0.165
399631.SZ,000917.SZ,20250829,0.1643
399631.SZ,002948.SZ,20250829,0.163
399631.SZ,000709.SZ,20250829,0.1621
399631.SZ,000987.SZ,20250829,0.1619
399631.SZ,000778.SZ,20250829,0.1615
399631.SZ,002508.SZ,20250829,0.1607
399631.SZ,002539.SZ,20250829,0.1583
399631.SZ,002815.SZ,20250829,0.1568
399631.SZ,000877.SZ,20250829,0.1562
399631.SZ,002839.SZ,20250829,0.1558
399631.SZ,000825.SZ,20250829,0.1543
399631.SZ,000680.SZ,20250829,0.1541
399631.SZ,000598.SZ,20250829,0.1531
399631.SZ,002895.SZ,20250829,0.1529
399631.SZ,002315.SZ,20250829,0.1505
399631.SZ,002266.SZ,20250829,0.1493
399631.SZ,000902.SZ,20250829,0.1485
399631.SZ,000690.SZ,20250829,0.1471
399631.SZ,002332.SZ,20250829,0.1462
399631.SZ,002745.SZ,20250829,0.1458
399631.SZ,300244.SZ,20250829,0.1455
399631.SZ,000811.SZ,20250829,0.1436
399631.SZ,300109.SZ,20250829,0.1432
399631.SZ,000612.SZ,20250829,0.1424
399631.SZ,000027.SZ,20250829,0.1411
399631.SZ,002416.SZ,20250829,0.1389
399631.SZ,002215.SZ,20250829,0.1387
399631.SZ,000883.SZ,20250829,0.137
399631.SZ,002250.SZ,20250829,0.1364
399631.SZ,301219.SZ,20250829,0.1355
399631.SZ,002572.SZ,20250829,0.1346
399631.SZ,002003.SZ,20250829,0.1334
399631.SZ,000156.SZ,20250829,0.1328
399631.SZ,002597.SZ,20250829,0.1325
399631.SZ,002091.SZ,20250829,0.1311
399631.SZ,002010.SZ,20250829,0.1287
399631.SZ,002073.SZ,20250829,0.1277
399631.SZ,002643.SZ,20250829,0.1275
399631.SZ,000967.SZ,20250829,0.1268
399631.SZ,000582.SZ,20250829,0.1266
399631.SZ,002170.SZ,20250829,0.126
399631.SZ,000543.SZ,20250829,0.1257
399631.SZ,002004.SZ,20250829,0.1255
399631.SZ,002032.SZ,20250829,0.1226
399631.SZ,300772.SZ,20250829,0.12
399631.SZ,002237.SZ,20250829,0.12
399631.SZ,002226.SZ,20250829,0.1183
399631.SZ,000685.SZ,20250829,0.1173
399631.SZ,002100.SZ,20250829,0.1156
399631.SZ,002557.SZ,20250829,0.1155
399631.SZ,002372.SZ,20250829,0.1155
399631.SZ,001286.SZ,20250829,0.1146
399631.SZ,300232.SZ,20250829,0.1144
399631.SZ,000089.SZ,20250829,0.1142
399631.SZ,002233.SZ,20250829,0.114
399631.SZ,002541.SZ,20250829,0.1114
399631.SZ,000966.SZ,20250829,0.11
399631.SZ,300841.SZ,20250829,0.1096
399631.SZ,000088.SZ,20250829,0.1093
399631.SZ,000650.SZ,20250829,0.1091
399631.SZ,000915.SZ,20250829,0.1084
399631.SZ,002258.SZ,20250829,0.1077
399631.SZ,300119.SZ,20250829,0.1077
399631.SZ,002690.SZ,20250829,0.1068
399631.SZ,000937.SZ,20250829,0.1061
399631.SZ,002057.SZ,20250829,0.1057
399631.SZ,000065.SZ,20250829,0.1051
399631.SZ,300443.SZ,20250829,0.1051
399631.SZ,000429.SZ,20250829,0.1049
399631.SZ,000923.SZ,20250829,0.1047
399631.SZ,300770.SZ,20250829,0.1047
399631.SZ,300761.SZ,20250829,0.1046
399631.SZ,002605.SZ,20250829,0.1041
399631.SZ,002761.SZ,20250829,0.1038
399631.SZ,002106.SZ,20250829,0.1036
399631.SZ,000785.SZ,20250829,0.1033
399631.SZ,300355.SZ,20250829,0.103
399631.SZ,000537.SZ,20250829,0.1029
399631.SZ,002768.SZ,20250829,0.1018
399631.SZ,000589.SZ,20250829,0.1002
399631.SZ,000012.SZ,20250829,0.0991
399631.SZ,002608.SZ,20250829,0.0984
399631.SZ,301039.SZ,20250829,0.0984
399631.SZ,300596.SZ,20250829,0.0982
399631.SZ,300233.SZ,20250829,0.0972
399631.SZ,000959.SZ,20250829,0.0969
399631.SZ,002588.SZ,20250829,0.0965
399631.SZ,000823.SZ,20250829,0.0962
399631.SZ,002061.SZ,20250829,0.0957
399631.SZ,000061.SZ,20250829,0.0956
399631.SZ,002533.SZ,20250829,0.0955
399631.SZ,000848.SZ,20250829,0.0937
399631.SZ,300360.SZ,20250829,0.0937
399631.SZ,002832.SZ,20250829,0.0936
399631.SZ,000552.SZ,20250829,0.0935
399631.SZ,002867.SZ,20250829,0.0933
399631.SZ,002283.SZ,20250829,0.0924
399631.SZ,002545.SZ,20250829,0.0923
399631.SZ,000049.SZ,20250829,0.0921
