指数代码,成分股票代码,交易日期,权重
399284.SZ,000063.SZ,20250829,10.8951
399284.SZ,002415.SZ,20250829,8.8504
399284.SZ,002230.SZ,20250829,7.7871
399284.SZ,002241.SZ,20250829,6.7566
399284.SZ,000977.SZ,20250829,5.2187
399284.SZ,000988.SZ,20250829,4.3516
399284.SZ,000938.SZ,20250829,3.8034
399284.SZ,002236.SZ,20250829,2.7828
399284.SZ,300418.SZ,20250829,2.7019
399284.SZ,000066.SZ,20250829,2.6998
399284.SZ,002920.SZ,20250829,2.5761
399284.SZ,002402.SZ,20250829,2.448
399284.SZ,300454.SZ,20250829,2.3324
399284.SZ,300458.SZ,20250829,2.0979
399284.SZ,300474.SZ,20250829,2.0262
399284.SZ,300017.SZ,20250829,1.8819
399284.SZ,300223.SZ,20250829,1.8157
399284.SZ,300024.SZ,20250829,1.7994
399284.SZ,002065.SZ,20250829,1.7928
399284.SZ,000997.SZ,20250829,1.6147
399284.SZ,002405.SZ,20250829,1.573
399284.SZ,002414.SZ,20250829,1.5262
399284.SZ,300170.SZ,20250829,1.4059
399284.SZ,002152.SZ,20250829,1.3886
399284.SZ,300253.SZ,20250829,1.3794
399284.SZ,300229.SZ,20250829,1.1139
399284.SZ,002151.SZ,20250829,1.0521
399284.SZ,300567.SZ,20250829,1.0172
399284.SZ,002747.SZ,20250829,0.9341
399284.SZ,002368.SZ,20250829,0.8889
399284.SZ,002373.SZ,20250829,0.881
399284.SZ,002439.SZ,20250829,0.8774
399284.SZ,301536.SZ,20250829,0.8479
399284.SZ,300212.SZ,20250829,0.8358
399284.SZ,300166.SZ,20250829,0.761
399284.SZ,300098.SZ,20250829,0.6961
399284.SZ,002063.SZ,20250829,0.6935
399284.SZ,300075.SZ,20250829,0.6811
399284.SZ,300168.SZ,20250829,0.6562
399284.SZ,300188.SZ,20250829,0.6512
399284.SZ,300222.SZ,20250829,0.6195
399284.SZ,300036.SZ,20250829,0.579
399284.SZ,301091.SZ,20250829,0.4926
399284.SZ,300613.SZ,20250829,0.4836
399284.SZ,300520.SZ,20250829,0.4478
399284.SZ,300532.SZ,20250829,0.2852
399284.SZ,300590.SZ,20250829,0.2792
399284.SZ,002401.SZ,20250829,0.2726
399284.SZ,301339.SZ,20250829,0.2302
399284.SZ,301488.SZ,20250829,0.2173
