指数代码,成分股票代码,交易日期,权重
399659.SZ,300502.SZ,20250829,0.5852
399659.SZ,300308.SZ,20250829,0.5424
399659.SZ,002837.SZ,20250829,0.4872
399659.SZ,300394.SZ,20250829,0.468
399659.SZ,300476.SZ,20250829,0.4388
399659.SZ,300803.SZ,20250829,0.4095
399659.SZ,002402.SZ,20250829,0.3512
399659.SZ,300395.SZ,20250829,0.351
399659.SZ,002080.SZ,20250829,0.348
399659.SZ,002916.SZ,20250829,0.3465
399659.SZ,002384.SZ,20250829,0.3435
399659.SZ,002938.SZ,20250829,0.33
399659.SZ,002558.SZ,20250829,0.3247
399659.SZ,002463.SZ,20250829,0.3126
399659.SZ,002851.SZ,20250829,0.3113
399659.SZ,300748.SZ,20250829,0.3102
399659.SZ,300724.SZ,20250829,0.31
399659.SZ,002265.SZ,20250829,0.3094
399659.SZ,002600.SZ,20250829,0.3032
399659.SZ,300757.SZ,20250829,0.3011
399659.SZ,000617.SZ,20250829,0.301
399659.SZ,002436.SZ,20250829,0.2911
399659.SZ,002048.SZ,20250829,0.2873
399659.SZ,000657.SZ,20250829,0.2849
399659.SZ,002484.SZ,20250829,0.2845
399659.SZ,301165.SZ,20250829,0.2841
399659.SZ,301095.SZ,20250829,0.2782
399659.SZ,002241.SZ,20250829,0.2738
399659.SZ,300450.SZ,20250829,0.2714
399659.SZ,002518.SZ,20250829,0.2695
399659.SZ,300033.SZ,20250829,0.2678
399659.SZ,000799.SZ,20250829,0.2676
399659.SZ,002468.SZ,20250829,0.2638
399659.SZ,300274.SZ,20250829,0.2623
399659.SZ,000831.SZ,20250829,0.2619
399659.SZ,002670.SZ,20250829,0.2596
399659.SZ,300677.SZ,20250829,0.2576
399659.SZ,300747.SZ,20250829,0.2568
399659.SZ,002008.SZ,20250829,0.2559
399659.SZ,002281.SZ,20250829,0.2557
399659.SZ,002195.SZ,20250829,0.2553
399659.SZ,300682.SZ,20250829,0.255
399659.SZ,002126.SZ,20250829,0.2542
399659.SZ,000960.SZ,20250829,0.2534
399659.SZ,300570.SZ,20250829,0.2527
399659.SZ,000988.SZ,20250829,0.2509
399659.SZ,300357.SZ,20250829,0.2472
399659.SZ,002939.SZ,20250829,0.2465
399659.SZ,301219.SZ,20250829,0.2454
399659.SZ,002414.SZ,20250829,0.2442
399659.SZ,300003.SZ,20250829,0.2431
399659.SZ,300457.SZ,20250829,0.2431
399659.SZ,002245.SZ,20250829,0.2414
