指数代码,成分股票代码,交易日期,权重
399651.SZ,002475.SZ,20250829,12.2667
399651.SZ,002714.SZ,20250829,8.5818
399651.SZ,002594.SZ,20250829,8.3652
399651.SZ,002415.SZ,20250829,7.3256
399651.SZ,002352.SZ,20250829,6.0826
399651.SZ,002142.SZ,20250829,6.0138
399651.SZ,002241.SZ,20250829,5.5925
399651.SZ,002027.SZ,20250829,5.2313
399651.SZ,002916.SZ,20250829,3.0546
399651.SZ,002311.SZ,20250829,2.9909
399651.SZ,002179.SZ,20250829,2.9827
399651.SZ,002466.SZ,20250829,2.8172
399651.SZ,002304.SZ,20250829,2.7766
399651.SZ,002422.SZ,20250829,2.6272
399651.SZ,002236.SZ,20250829,2.3034
399651.SZ,002920.SZ,20250829,2.1323
399651.SZ,002202.SZ,20250829,1.8247
399651.SZ,002555.SZ,20250829,1.7907
399651.SZ,002709.SZ,20250829,1.6037
399651.SZ,002078.SZ,20250829,1.5048
399651.SZ,002056.SZ,20250829,0.982
399651.SZ,002396.SZ,20250829,0.917
399651.SZ,002064.SZ,20250829,0.8658
399651.SZ,002603.SZ,20250829,0.7927
399651.SZ,002756.SZ,20250829,0.7742
399651.SZ,002508.SZ,20250829,0.5831
399651.SZ,002063.SZ,20250829,0.574
399651.SZ,002649.SZ,20250829,0.527
399651.SZ,002572.SZ,20250829,0.4882
399651.SZ,002003.SZ,20250829,0.4839
399651.SZ,002597.SZ,20250829,0.4806
399651.SZ,002011.SZ,20250829,0.4804
399651.SZ,002847.SZ,20250829,0.4532
399651.SZ,002032.SZ,20250829,0.4448
399651.SZ,002372.SZ,20250829,0.419
399651.SZ,002605.SZ,20250829,0.3778
399651.SZ,002967.SZ,20250829,0.3234
399651.SZ,003006.SZ,20250829,0.3228
399651.SZ,002039.SZ,20250829,0.2736
399651.SZ,002946.SZ,20250829,0.2232
399651.SZ,002543.SZ,20250829,0.1815
399651.SZ,003000.SZ,20250829,0.1792
399651.SZ,002937.SZ,20250829,0.1646
399651.SZ,002116.SZ,20250829,0.1611
399651.SZ,002991.SZ,20250829,0.1336
399651.SZ,002300.SZ,20250829,0.1322
399651.SZ,002287.SZ,20250829,0.1213
399651.SZ,002973.SZ,20250829,0.1092
399651.SZ,003013.SZ,20250829,0.0897
399651.SZ,002968.SZ,20250829,0.0725
