日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1994-08-12,000040,10.78,7.83,10.78,7.6,171408,146788420.0,53.0,30.5,1.83,77.91
1994-08-19,000040,7.8,7.7,8.3,7.31,62306,48772955.25,12.64,-1.66,-0.13,28.32
1994-08-26,000040,7.15,6.48,8.0,6.3,47804,35529335.0,22.08,-15.84,-1.22,21.73
1994-09-02,000040,6.48,7.62,7.85,6.05,75481,52542638.25,27.78,17.59,1.14,34.31
1994-09-09,000040,8.22,12.69,13.5,8.22,300333,345938012.0,69.29,66.54,5.07,136.52
1994-09-16,000040,13.0,11.6,13.04,11.0,55721,67821178.0,16.08,-8.59,-1.09,25.33
1994-09-23,000040,11.61,11.28,11.79,10.75,38829,43885660.5,8.97,-2.76,-0.32,17.65
1994-09-30,000040,11.2,10.25,12.3,9.8,63916,72070022.0,22.16,-9.13,-1.03,29.05
1994-10-07,000040,9.8,8.64,9.99,6.5,29142,23828644.0,34.05,-15.71,-1.61,13.25
1994-10-14,000040,8.6,8.55,8.69,7.8,44476,37064600.75,10.3,-1.04,-0.09,20.22
1994-10-21,000040,8.0,8.88,9.3,8.0,39702,34043019.0,15.2,3.86,0.33,18.05
1994-10-28,000040,8.55,8.95,9.8,8.55,49316,45496149.5,14.08,0.79,0.07,22.42
1994-11-04,000040,8.9,8.9,9.3,8.4,17579,15581015.12,10.06,-0.56,-0.05,7.99
1994-11-11,000040,8.51,9.45,9.55,8.51,39610,36497921.38,11.69,6.18,0.55,18.0
1994-11-18,000040,9.55,9.11,9.55,9.0,13406,12390525.44,5.82,-3.6,-0.34,6.09
1994-11-25,000040,9.1,8.95,9.2,8.8,8451,7584220.75,4.39,-1.76,-0.16,3.84
1994-12-02,000040,9.0,8.95,9.1,8.8,4603,4121297.0,3.35,0.0,0.0,2.09
1994-12-09,000040,8.95,8.15,8.95,8.01,4179,3521202.25,10.5,-8.94,-0.8,1.9
1994-12-16,000040,8.02,8.35,8.79,7.6,25115,20587751.0,14.6,2.45,0.2,11.42
1994-12-23,000040,8.29,7.8,8.45,7.7,8193,6588443.38,8.98,-6.59,-0.55,3.72
1994-12-30,000040,7.8,8.1,8.19,7.58,61940,49613696.0,7.82,3.85,0.3,28.15
1995-01-06,000040,8.01,8.12,8.45,7.72,13460,10984368.0,9.01,0.25,0.02,6.12
1995-01-13,000040,8.0,7.31,8.08,7.25,7501,5728540.81,10.22,-9.98,-0.81,3.41
1995-01-20,000040,7.15,6.84,7.25,6.68,5273,3693161.41,7.8,-6.43,-0.47,2.4
1995-01-27,000040,6.7,6.77,6.83,6.5,3981,2674244.56,4.82,-1.02,-0.07,1.81
1995-02-17,000040,6.6,6.73,6.85,6.55,931,626717.2,4.43,-0.59,-0.04,0.42
1995-02-24,000040,6.65,6.89,7.78,6.58,6215,4483784.3,17.83,2.38,0.16,2.83
1995-03-03,000040,6.0,7.18,7.4,6.0,4824,3329944.75,20.32,4.21,0.29,2.19
1995-03-10,000040,7.18,6.82,7.48,6.7,60451,43444367.75,10.86,-5.01,-0.36,12.64
1995-03-17,000040,6.82,6.52,6.99,6.3,15489,10145814.88,10.12,-4.4,-0.3,3.24
1995-03-24,000040,6.53,6.58,6.65,6.3,10319,6695173.13,5.37,0.92,0.06,2.16
1995-03-31,000040,6.6,6.78,6.83,6.5,10654,7099284.81,5.02,3.04,0.2,2.23
1995-04-07,000040,6.8,7.02,7.2,6.31,13837,9568843.0,13.13,3.54,0.24,2.89
1995-04-14,000040,7.1,6.8,7.3,6.6,40790,28231200.0,9.97,-3.13,-0.22,8.53
1995-04-21,000040,6.8,6.95,7.12,6.7,41920,28776345.0,6.18,2.21,0.15,8.76
1995-04-28,000040,7.06,6.7,7.06,6.01,52854,35868002.0,15.11,-3.6,-0.25,11.05
1995-05-05,000040,6.7,6.4,6.7,6.31,9433,6150932.0,5.82,-4.48,-0.3,1.97
1995-05-11,000040,6.45,6.36,6.59,6.0,24969,16130989.0,9.22,-0.63,-0.04,5.22
1995-05-19,000040,6.56,9.65,9.69,6.38,151873,130759717.0,52.04,51.73,3.29,31.75
1995-05-26,000040,10.3,8.58,10.8,7.95,239069,221642866.0,29.53,-11.09,-1.07,49.98
1995-06-02,000040,8.58,8.25,8.58,8.08,24245,20099026.0,5.83,-3.85,-0.33,5.07
1995-06-09,000040,8.2,8.12,8.48,7.9,26880,21768711.0,7.03,-1.58,-0.13,5.62
1995-06-16,000040,8.0,7.43,8.12,7.2,26534,20230172.0,11.33,-8.5,-0.69,5.55
1995-06-23,000040,7.43,7.3,7.43,7.2,12491,9120776.0,3.1,-1.75,-0.13,2.61
1995-06-30,000040,7.38,7.08,7.4,7.05,9476,6850741.0,4.79,-3.01,-0.22,1.98
1995-07-07,000040,7.05,7.48,7.5,6.82,18991,13584508.0,9.6,5.65,0.4,3.97
1995-07-14,000040,7.5,7.32,7.5,7.11,19811,14556621.0,5.21,-2.14,-0.16,4.14
1995-07-21,000040,7.35,7.19,7.65,7.0,29505,21727292.0,8.88,-1.78,-0.13,6.17
1995-07-28,000040,7.21,7.16,7.31,7.02,9800,7031994.0,4.03,-0.42,-0.03,2.05
1995-08-03,000040,7.2,7.25,7.28,7.06,5994,4313824.0,3.07,1.26,0.09,1.25
1995-08-11,000040,7.35,7.35,7.53,7.16,24358,17777393.0,5.1,1.38,0.1,5.09
1995-08-18,000040,7.38,7.34,7.6,7.11,35039,25568402.0,6.67,-0.14,-0.01,7.32
1995-08-25,000040,7.34,7.22,7.59,7.15,43744,32317212.0,5.99,-1.63,-0.12,9.14
1995-08-31,000040,7.15,7.05,7.35,7.0,11726,8361207.0,4.85,-2.35,-0.17,2.45
1995-09-08,000040,7.3,7.25,7.3,7.06,11860,8509738.0,3.4,2.84,0.2,2.48
1995-09-15,000040,7.3,7.15,7.35,7.06,12605,9050095.0,4.0,-1.38,-0.1,2.64
1995-09-22,000040,7.14,6.87,7.25,6.85,10222,7142505.0,5.59,-3.92,-0.28,2.14
1995-09-29,000040,6.87,6.72,6.87,6.6,6835,4602561.0,3.93,-2.18,-0.15,1.43
1995-10-06,000040,6.75,6.62,6.75,6.54,2718,1806731.0,3.13,-1.49,-0.1,0.57
1995-10-13,000040,6.6,6.4,6.69,6.2,9770,6226325.0,7.4,-3.32,-0.22,2.04
1995-10-20,000040,6.28,6.62,6.65,6.25,11807,7572012.0,6.25,3.44,0.22,2.47
1995-10-27,000040,6.8,6.9,7.58,6.68,56650,40002405.0,13.6,4.23,0.28,11.84
1995-11-03,000040,5.05,4.87,5.08,4.76,23186,11291277.0,4.64,-29.42,-2.03,3.7
1995-11-10,000040,4.87,4.7,4.9,4.63,13801,6619191.0,5.54,-3.49,-0.17,2.2
1995-11-17,000040,4.68,4.5,4.7,4.48,14288,8277766.0,4.68,-4.26,-0.2,2.28
1995-11-24,000040,4.5,4.28,4.77,4.25,38724,17519107.0,11.56,-4.89,-0.22,6.18
1995-12-01,000040,4.25,4.16,4.25,4.11,18641,7792222.44,3.27,-2.8,-0.12,2.97
1995-12-08,000040,4.12,4.18,4.2,4.11,9157,3802609.38,2.16,0.48,0.02,1.46
1995-12-15,000040,4.15,4.04,4.18,4.02,16536,6728417.12,3.83,-3.35,-0.14,2.64
1995-12-22,000040,4.04,3.98,4.08,3.91,9791,3912162.94,4.21,-1.49,-0.06,1.28
1995-12-29,000040,3.95,3.77,3.95,3.57,8617,3308298.25,9.55,-5.28,-0.21,1.12
1996-01-05,000040,3.68,3.6,3.74,3.54,7715,2820303.44,5.31,-4.51,-0.17,1.01
1996-01-12,000040,3.55,3.57,3.66,3.48,9237,3297214.41,5.0,-0.83,-0.03,1.2
1996-01-19,000040,3.54,3.43,3.59,3.36,5276,1849335.28,6.44,-3.92,-0.14,0.69
