日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1994-08-31,000040,10.78,6.55,10.78,6.05,306121,246612938.5,78.83,9.17,0.55,139.15
1994-09-30,000040,6.6,10.25,13.5,6.5,509677,566735282.5,106.87,56.49,3.7,231.67
1994-10-31,000040,9.8,8.8,9.99,6.5,166660,143883792.5,34.05,-14.15,-1.45,75.75
1994-11-30,000040,8.71,8.88,9.55,8.4,76941,70315068.31,13.07,0.91,0.08,34.97
1994-12-30,000040,8.99,8.1,9.1,7.58,102111,82719624.75,17.12,-8.78,-0.78,46.41
1995-01-27,000040,8.01,6.77,8.45,6.5,30215,23080314.78,24.07,-16.42,-1.33,13.73
1995-02-28,000040,6.6,6.83,7.78,6.0,9034,6372303.09,26.29,0.89,0.06,4.11
1995-03-31,000040,6.83,6.78,7.48,6.3,99849,69452783.72,17.28,-0.73,-0.05,20.87
1995-04-28,000040,6.8,6.7,7.3,6.01,149401,102444390.0,19.03,-1.18,-0.08,31.23
1995-05-31,000040,6.7,8.2,10.8,6.0,442112,388621245.0,71.64,22.39,1.5,92.42
1995-06-30,000040,8.3,7.08,8.48,7.05,82858,64132685.0,17.44,-13.66,-1.12,17.32
1995-07-31,000040,7.05,7.13,7.65,6.82,78640,57280228.0,11.72,0.71,0.05,16.44
1995-08-31,000040,7.1,7.05,7.6,7.0,120328,87958225.0,8.42,-1.12,-0.08,25.15
1995-09-29,000040,7.3,6.72,7.35,6.6,41522,29304899.0,10.64,-4.68,-0.33,8.68
1995-10-31,000040,6.75,6.57,7.58,6.2,86501,58340577.0,20.54,-2.23,-0.15,13.8
1995-11-30,000040,6.51,5.69,6.65,5.58,101808,48235617.44,16.29,-13.39,-0.88,16.24
1995-12-29,000040,5.64,5.03,5.72,4.71,45377,18282329.69,17.75,-11.6,-0.66,5.92
1996-01-31,000040,4.89,4.62,4.98,4.38,29325,10427346.05,11.93,-8.15,-0.41,3.82
1996-02-16,000040,4.68,4.97,5.0,4.44,24809,8925210.05,12.12,7.58,0.35,3.24
1996-03-29,000040,5.24,4.76,5.34,4.65,44310,16455271.75,13.88,-4.23,-0.21,5.78
1996-04-30,000040,4.92,7.13,8.28,4.71,572942,261175009.14,75.0,49.79,2.37,74.72
1996-05-31,000040,7.8,6.66,8.25,6.36,681725,351625572.25,26.51,-6.59,-0.47,88.91
1996-06-28,000040,6.68,8.82,9.96,6.39,1030843,597444989.0,53.6,32.43,2.16,134.43
1996-07-31,000040,8.6,15.02,17.08,7.72,1847483,1541643775.0,106.12,70.29,6.2,217.73
1996-08-30,000040,14.95,13.52,15.58,11.29,529149,446764324.0,28.56,-9.99,-1.5,62.36
1996-09-27,000040,13.52,13.86,14.09,11.27,726172,574368373.0,20.86,2.51,0.34,85.58
1996-10-31,000040,14.4,18.08,19.28,13.47,1780505,1719268348.0,41.92,30.45,4.22,209.84
1996-11-29,000040,17.26,23.91,25.47,16.38,2155630,2685971432.0,50.28,32.25,5.83,254.05
1996-12-31,000040,24.03,15.34,26.05,12.61,765899,945654755.0,56.21,-35.84,-8.57,90.26
1997-01-31,000040,15.5,17.43,17.96,13.37,491305,470868212.5,29.92,13.62,2.09,57.9
1997-02-28,000040,17.48,18.89,19.02,14.9,362946,375041556.0,23.64,8.38,1.46,42.77
1997-03-31,000040,19.16,22.24,22.27,18.28,979666,1173244942.0,21.12,17.73,3.35,115.46
1997-04-30,000040,22.41,26.32,27.89,20.6,1218451,1736911732.0,32.78,18.35,4.08,143.6
1997-05-30,000040,26.58,23.41,28.69,19.37,649176,969707427.0,35.41,-11.06,-2.91,76.51
1997-06-27,000040,24.63,26.74,30.23,22.98,1231409,1946167482.0,30.97,14.22,3.33,145.12
1997-07-31,000040,26.32,20.23,26.64,18.66,350531,445386506.5,29.84,-24.35,-6.51,41.31
1997-08-29,000040,20.3,20.49,21.58,19.03,249893,292477337.0,12.61,1.29,0.26,22.79
1997-09-30,000040,20.19,15.09,21.31,13.94,154700,158508828.25,35.97,-26.35,-5.4,14.11
1997-10-31,000040,15.18,19.11,21.36,14.52,375324,380956291.25,45.33,26.64,4.02,34.23
1997-11-28,000040,19.3,16.12,20.3,15.2,148214,148191171.0,26.69,-15.65,-2.99,13.52
1997-12-31,000040,15.98,18.38,18.72,14.95,260338,248515875.38,23.39,14.02,2.26,23.74
1998-01-23,000040,18.52,20.56,22.18,16.69,472351,512528640.0,29.87,11.86,2.18,43.08
1998-02-27,000040,21.31,18.36,21.81,18.15,151829,163793541.5,17.8,-10.7,-2.2,13.85
1998-03-31,000040,17.7,18.98,19.64,16.78,157148,156667948.5,15.58,3.38,0.62,14.33
1998-04-30,000040,19.02,21.22,23.19,18.79,575481,644846109.0,23.18,11.8,2.24,52.48
1998-05-29,000040,21.49,21.4,23.6,20.76,427132,499793735.0,13.38,0.85,0.18,38.95
1998-06-30,000040,21.58,18.18,22.45,17.95,196417,216339711.75,21.03,-15.05,-3.22,17.91
1998-07-31,000040,19.02,17.91,20.9,17.47,94223,97465261.0,18.87,-1.49,-0.27,8.59
1998-08-31,000040,17.91,12.56,18.19,11.09,103743,83239778.62,39.64,-29.87,-5.35,9.46
1998-09-30,000040,12.42,15.14,15.19,11.6,161518,130203383.12,28.58,20.54,2.58,14.73
1998-10-30,000040,15.33,14.3,16.01,13.15,147324,124635721.5,18.89,-5.55,-0.84,13.44
1998-11-30,000040,14.11,14.5,17.87,14.07,256355,228575304.25,26.57,1.4,0.2,23.38
1998-12-31,000040,14.5,13.91,16.49,13.18,205017,173624825.38,22.83,-4.07,-0.59,18.7
1999-01-29,000040,13.79,12.01,13.79,11.55,63168,47053095.12,16.1,-13.66,-1.9,5.76
1999-02-09,000040,11.96,11.64,12.83,10.68,29347,20976919.12,17.9,-3.08,-0.37,2.68
1999-03-31,000040,11.07,12.06,13.07,11.07,197345,142568749.12,17.18,3.61,0.42,13.84
1999-04-30,000040,12.39,15.03,16.05,12.39,544265,419052890.0,30.35,24.63,2.97,38.16
1999-05-31,000040,15.18,18.72,20.8,12.27,741933,639344849.0,56.75,24.55,3.69,52.01
1999-06-30,000040,18.93,44.42,46.8,18.72,1905381,2457083940.0,150.0,137.29,25.7,133.58
1999-07-30,000040,41.39,56.05,59.83,39.13,1290524,2424120268.0,46.6,26.18,11.63,90.47
1999-08-31,000040,56.11,54.12,60.6,46.38,1597757,1943541992.0,25.37,-3.44,-1.93,56.01
1999-09-30,000040,53.82,49.0,57.03,47.63,943365,963276920.0,17.37,-9.46,-5.12,33.07
1999-10-29,000040,49.06,40.79,49.06,38.53,310043,263679001.0,21.49,-16.76,-8.21,10.87
