日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
1997-04-30,000400,2.16,2.65,2.95,1.77,724629,1571893984.0,1966.67,4316.67,2.59,145.2
1997-05-30,000400,2.69,2.37,2.92,1.77,537229,1236467932.0,43.4,-10.57,-0.28,107.65
1997-06-27,000400,2.44,2.44,2.6,1.76,235217,512191017.5,35.44,2.95,0.07,47.13
1997-07-31,000400,2.6,2.41,2.76,1.98,296077,677332478.0,31.97,-1.23,-0.03,59.33
1997-08-29,000400,2.42,1.77,2.46,1.36,162820,313377828.0,45.64,-26.56,-0.64,32.63
1997-09-30,000400,1.75,1.22,1.82,1.09,54704,95869673.0,41.24,-31.07,-0.55,10.96
1997-10-31,000400,1.23,1.79,1.98,1.2,99887,182690514.5,63.93,46.72,0.57,20.02
1997-11-28,000400,1.78,1.72,2.0,1.59,100377,192089092.75,22.91,-3.91,-0.07,20.11
1997-12-31,000400,1.71,2.27,2.41,1.66,241857,505555486.75,43.6,31.98,0.55,48.46
1998-01-23,000400,2.31,2.32,2.62,2.03,117497,259913218.5,25.99,2.2,0.05,23.54
1998-02-27,000400,2.46,2.04,2.49,1.94,44960,95064070.0,23.71,-12.07,-0.28,9.01
1998-03-31,000400,1.96,1.98,2.06,1.69,70356,137323932.75,18.14,-2.94,-0.06,14.1
1998-04-30,000400,1.96,2.5,2.57,1.87,172749,370309957.0,35.35,26.26,0.52,34.61
1998-05-29,000400,2.51,2.92,3.39,2.51,334749,840170627.0,35.2,16.8,0.42,67.08
1998-06-30,000400,2.95,2.98,3.34,2.79,197170,521287793.0,18.84,2.05,0.06,39.51
1998-07-31,000400,3.08,2.58,3.14,2.03,127869,298109563.5,37.25,-13.42,-0.4,25.62
1998-08-31,000400,2.55,2.01,2.57,1.57,69229,140351296.5,38.76,-22.09,-0.57,13.87
1998-09-30,000400,1.98,2.69,2.78,1.98,128084,295470177.75,39.8,33.83,0.68,25.67
1998-10-30,000400,2.69,2.69,2.69,2.07,54499,126126091.0,23.05,0.0,0.0,10.92
1998-11-30,000400,2.76,3.29,3.36,2.69,142752,371026881.0,24.91,22.3,0.6,28.6
1998-12-30,000400,3.28,3.46,3.53,2.99,96250,257951709.0,16.41,5.17,0.17,19.29
1999-01-29,000400,3.28,2.98,3.35,2.87,69118,182362753.25,13.87,-13.87,-0.48,13.85
1999-02-09,000400,2.98,2.95,3.11,2.73,18993,48578097.25,12.75,-1.01,-0.03,3.81
1999-03-31,000400,2.98,3.49,3.5,2.73,122895,270951333.88,26.1,18.31,0.54,16.42
1999-04-30,000400,3.53,3.34,3.93,3.14,180529,343054519.0,22.64,-4.3,-0.15,24.12
1999-05-31,000400,3.31,3.31,4.65,2.99,331261,658008075.88,49.7,-0.9,-0.03,44.25
1999-06-30,000400,3.26,5.53,6.42,3.1,1017049,2366195932.0,100.3,67.07,2.22,135.86
1999-07-30,000400,5.53,5.74,6.6,5.17,358565,988069516.0,25.86,3.8,0.21,47.9
1999-08-31,000400,5.74,4.94,6.01,4.84,219152,563062564.0,20.38,-13.94,-0.8,29.28
1999-09-30,000400,4.94,5.16,5.64,4.68,169421,421912909.5,19.43,4.45,0.22,18.86
1999-10-29,000400,5.11,5.11,5.69,4.85,126258,287918236.75,16.28,-0.97,-0.05,14.06
1999-11-30,000400,5.16,5.16,5.47,4.92,91300,209341855.5,10.76,0.98,0.05,10.16
1999-12-30,000400,5.23,5.32,5.77,4.9,176941,413368678.0,16.86,3.1,0.16,19.7
2000-01-28,000400,5.3,6.18,6.41,5.17,338704,843099227.0,23.31,16.17,0.86,37.71
2000-02-29,000400,6.2,5.91,7.32,5.17,525018,1338571724.0,34.79,-4.37,-0.27,58.45
2000-03-31,000400,5.98,6.72,7.16,5.69,813793,2155279368.0,24.87,13.71,0.81,90.6
2000-04-28,000400,6.68,8.51,9.2,6.42,1000918,2688125182.0,41.37,26.64,1.79,51.56
2000-05-31,000400,8.48,7.55,9.25,7.02,557226,1092633772.0,26.2,-11.28,-0.96,28.7
2000-06-30,000400,7.61,9.2,9.66,7.36,649677,1337621776.0,30.46,21.85,1.65,33.46
2000-07-31,000400,9.25,9.21,10.56,8.43,695869,1586514821.0,23.15,0.11,0.01,35.84
2000-08-31,000400,9.21,8.36,9.81,8.27,492524,1062035476.0,16.72,-9.23,-0.85,25.37
2000-09-29,000400,8.36,7.48,8.46,7.15,188213,361201956.0,15.67,-10.53,-0.88,9.69
2000-10-31,000400,7.53,7.5,7.99,7.17,111063,209434117.0,10.96,0.27,0.02,5.72
2000-11-30,000400,7.48,7.76,8.46,7.35,248958,493537037.5,14.8,3.47,0.26,12.82
2000-12-29,000400,7.76,8.26,8.35,7.4,172179,338487084.0,12.24,6.44,0.5,8.87
2001-01-19,000400,8.33,7.66,8.33,7.5,87445,170385509.0,10.05,-7.26,-0.6,4.5
2001-02-28,000400,7.71,7.04,7.71,6.57,100914,181164527.5,14.88,-8.09,-0.62,5.2
2001-03-30,000400,7.04,7.35,7.39,6.94,127956,231641480.5,6.39,4.4,0.31,6.59
2001-04-30,000400,7.35,7.09,7.79,6.92,186824,342619933.5,11.84,-3.54,-0.26,9.62
2001-05-31,000400,7.09,6.98,7.35,6.68,190192,336587301.5,9.45,-1.55,-0.11,9.8
2001-06-29,000400,6.98,6.84,7.1,6.46,194235,334998902.0,9.17,-2.01,-0.14,10.0
2001-07-31,000400,6.83,4.73,6.84,4.58,145628,219900113.5,33.04,-30.85,-2.11,7.5
2001-08-31,000400,4.76,4.98,5.4,4.38,190909,259686433.38,21.56,5.29,0.25,9.83
2001-09-28,000400,4.98,4.79,5.34,4.58,195423,268082674.5,15.26,-3.82,-0.19,10.07
2001-10-31,000400,4.81,4.37,4.89,3.87,97155,124096226.75,21.29,-8.77,-0.42,5.0
2001-11-30,000400,4.34,3.66,4.4,2.7,259894,271396765.88,38.9,-16.25,-0.71,13.39
2001-12-31,000400,3.66,3.65,3.96,3.07,292129,316707294.5,24.32,-0.27,-0.01,15.05
2002-01-31,000400,3.61,3.62,3.84,2.99,210295,220971033.25,23.29,-0.82,-0.03,10.83
2002-02-28,000400,3.69,4.03,4.35,3.51,189135,221320736.5,23.2,11.33,0.41,9.74
2002-03-29,000400,4.03,3.71,4.56,3.69,336833,405188139.0,21.59,-7.94,-0.32,17.35
2002-04-30,000400,3.74,3.86,4.1,3.61,120635,138219710.38,13.21,4.04,0.15,6.21
2002-05-31,000400,3.83,3.09,3.83,3.05,80277,84262446.0,20.21,-19.95,-0.77,4.14
2002-06-28,000400,3.09,3.87,4.22,2.99,232896,259113477.62,39.81,25.24,0.78,12.0
2002-07-31,000400,3.89,3.4,3.94,3.4,104102,113890916.88,13.95,-12.14,-0.47,5.36
2002-08-30,000400,3.4,3.47,3.68,3.35,62139,65753906.75,9.71,2.06,0.07,3.2
2002-09-27,000400,3.47,3.2,3.51,3.14,63294,64258753.31,10.66,-7.78,-0.27,3.26
2002-10-31,000400,3.2,3.05,3.33,2.94,76680,76423698.25,12.19,-4.69,-0.15,3.95
2002-11-29,000400,3.04,2.37,3.25,1.94,111522,98849054.75,42.95,-22.3,-0.68,5.74
2002-12-31,000400,2.38,2.0,2.38,1.97,111195,89063864.25,17.3,-15.61,-0.37,5.73
2003-01-29,000400,1.98,2.56,2.59,1.9,224772,188100676.88,34.5,28.0,0.56,11.58
2003-02-28,000400,2.53,2.6,2.69,2.38,93800,81971431.0,12.11,1.56,0.04,4.83
2003-03-31,000400,2.68,2.55,2.79,2.32,121409,104841132.75,18.08,-1.92,-0.05,6.25
2003-04-30,000400,2.54,2.62,3.2,2.36,563020,512952220.5,32.94,2.75,0.07,29.0
2003-05-30,000400,2.61,3.01,3.04,2.41,258294,237479181.25,24.05,14.89,0.39,13.3
2003-06-30,000400,3.09,2.56,3.09,2.51,126910,116964855.38,19.27,-14.95,-0.45,6.54
2003-07-31,000400,2.53,2.37,2.63,2.28,166700,141053455.12,13.67,-7.42,-0.19,8.59
2003-08-29,000400,2.36,2.58,2.63,2.31,124290,106725912.88,13.5,8.86,0.21,6.4
2003-09-30,000400,2.62,2.83,2.91,2.51,247317,223059787.25,15.5,9.69,0.25,12.74
2003-10-31,000400,2.76,2.97,3.15,2.76,356438,337932120.5,13.78,4.95,0.14,18.36
2003-11-28,000400,2.95,2.7,3.34,2.31,567056,528495720.5,34.68,-9.09,-0.27,29.21
2003-12-31,000400,2.7,3.39,3.56,2.62,591464,574206520.0,34.81,25.56,0.69,30.47
2004-01-30,000400,3.35,3.7,4.05,3.25,402620,431591683.0,23.6,9.14,0.31,20.74
2004-02-27,000400,3.92,3.51,4.19,3.35,634893,700996886.0,22.7,-5.14,-0.19,32.7
2004-03-31,000400,3.51,3.88,3.95,3.25,589975,633052757.0,19.94,10.54,0.37,30.39
2004-04-30,000400,3.88,3.84,4.46,3.63,1089166,1271050740.0,21.39,-1.03,-0.04,56.1
2004-05-28,000400,3.92,3.53,4.08,3.35,195183,213311537.0,19.01,-8.07,-0.31,10.05
2004-06-30,000400,3.55,3.15,3.84,2.81,269284,272958859.5,29.18,-10.76,-0.38,13.87
2004-07-30,000400,3.15,3.47,3.6,3.07,208884,212837023.75,16.83,10.16,0.32,10.76
2004-08-31,000400,3.42,3.1,3.51,2.9,135963,132259941.38,17.58,-10.66,-0.37,7.0
2004-09-30,000400,3.12,3.3,3.51,2.66,202879,195190430.97,27.42,6.45,0.2,10.45
2004-10-29,000400,3.16,3.02,3.5,2.78,129361,123272099.5,21.82,-8.48,-0.28,6.66
2004-11-30,000400,3.01,3.1,3.3,2.72,178644,170680418.25,19.21,2.65,0.08,9.2
2004-12-31,000400,3.09,2.62,3.11,2.55,172981,156174985.5,18.06,-15.48,-0.48,8.91
2005-01-31,000400,2.59,1.39,2.76,1.39,199012,150520133.0,52.29,-46.95,-1.23,10.25
