日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2000-05-31,000070,22.9,31.26,35.0,22.9,1154832,3616652736.0,153.16,295.7,23.36,183.31
2000-06-30,000070,31.3,29.14,32.7,28.98,286882,875175981.0,11.9,-6.78,-2.12,45.54
2000-07-31,000070,29.04,29.41,31.58,27.32,186022,548133657.0,14.62,0.93,0.27,29.53
2000-08-31,000070,29.58,27.54,30.95,27.5,141919,412213211.0,11.73,-6.36,-1.87,22.53
2000-09-29,000070,27.43,25.0,27.77,23.92,73276,187378139.0,13.98,-9.22,-2.54,11.63
2000-10-31,000070,25.21,26.44,28.57,24.1,131794,355404630.0,17.88,5.76,1.44,20.92
2000-11-30,000070,26.58,26.31,28.79,25.83,124387,342563005.5,11.2,-0.49,-0.13,17.77
2000-12-29,000070,26.3,26.63,27.6,25.1,82746,216846960.5,9.5,1.22,0.32,11.82
2001-01-19,000070,26.5,26.09,28.3,25.18,81205,218862079.0,11.72,-2.03,-0.54,11.6
2001-02-28,000070,26.24,23.19,26.28,22.5,72788,171800993.5,14.49,-11.12,-2.9,10.4
2001-03-30,000070,23.16,24.41,24.97,23.13,67332,161648320.25,7.93,5.26,1.22,9.62
2001-04-30,000070,24.6,24.0,25.65,23.75,81791,201197538.5,7.78,-1.68,-0.41,11.68
2001-05-31,000070,24.0,24.29,25.2,23.93,48027,118100053.0,5.29,1.21,0.29,6.86
2001-06-29,000070,24.25,25.35,26.47,23.96,142690,363511325.5,10.33,4.36,1.06,20.38
2001-07-31,000070,25.3,20.4,25.6,20.3,47535,113637809.0,20.91,-19.53,-4.95,6.79
2001-08-31,000070,20.43,19.66,21.44,18.81,49939,99289023.5,12.89,-3.63,-0.74,7.13
2001-09-28,000070,19.9,19.75,21.05,19.3,38729,78390379.5,8.9,0.46,0.09,5.53
2001-10-31,000070,20.43,16.6,20.43,14.77,73028,127333208.25,28.66,-15.95,-3.15,10.43
2001-11-30,000070,16.96,17.72,18.36,14.95,63968,109044754.38,20.54,6.75,1.12,9.14
2001-12-31,000070,17.72,15.99,17.95,15.35,46793,78468827.44,14.67,-9.76,-1.73,6.68
2002-01-31,000070,16.01,14.03,16.01,11.65,82248,109560718.62,27.27,-12.26,-1.96,11.75
2002-02-28,000070,13.98,14.08,14.9,13.8,45762,65332948.75,7.84,0.36,0.05,6.54
2002-03-29,000070,14.08,14.73,16.36,13.82,122918,189546199.25,18.04,4.62,0.65,17.56
2002-04-30,000070,14.73,15.14,16.18,14.05,82833,123568763.88,14.46,2.78,0.41,11.83
2002-05-31,000070,15.27,13.9,15.27,13.88,42150,61538791.0,9.18,-8.19,-1.24,6.02
2002-06-28,000070,13.59,15.15,15.85,12.84,98856,147174551.81,21.65,8.99,1.25,14.12
2002-07-31,000070,15.3,14.02,15.39,13.97,42846,63151868.88,9.37,-7.46,-1.13,6.12
2002-08-30,000070,13.99,14.1,14.8,13.32,45575,64003120.63,10.56,0.57,0.08,6.51
2002-09-27,000070,14.06,13.3,14.55,13.18,22143,30528953.19,9.72,-5.67,-0.8,3.16
2002-10-31,000070,13.22,12.19,13.58,12.15,19141,24577241.75,10.75,-8.35,-1.11,2.73
2002-11-29,000070,12.19,11.42,12.96,10.61,50109,59200869.5,19.28,-6.32,-0.77,7.16
2002-12-31,000070,11.31,10.08,11.49,10.0,37511,41268554.69,13.05,-11.73,-1.34,5.36
2003-01-29,000070,10.1,11.5,11.88,9.83,101650,113626606.12,20.34,14.09,1.42,14.52
2003-02-28,000070,11.5,11.53,12.09,10.9,50955,59173650.62,10.35,0.26,0.03,7.28
2003-03-31,000070,11.5,10.65,11.7,10.18,35732,38938333.19,13.18,-7.63,-0.88,5.1
2003-04-30,000070,10.5,8.84,11.15,8.72,126061,130603932.5,22.82,-17.0,-1.81,18.01
2003-05-30,000070,8.87,10.14,10.31,8.19,119041,114014846.25,23.98,14.71,1.3,17.01
2003-06-30,000070,10.1,8.96,10.15,8.9,64411,61734336.81,12.33,-11.64,-1.18,9.2
2003-07-31,000070,8.95,8.69,9.64,8.6,52729,48102372.38,11.61,-3.01,-0.27,7.53
2003-08-29,000070,8.72,8.7,9.16,8.6,34843,31027287.62,6.44,0.12,0.01,4.98
2003-09-30,000070,8.79,8.35,9.49,8.19,59154,53322936.38,14.94,-4.02,-0.35,8.45
2003-10-31,000070,8.34,7.03,8.65,6.78,29373,22931007.19,22.4,-15.81,-1.32,4.2
2003-11-28,000070,7.05,7.02,7.48,6.15,71817,49250608.19,18.92,-0.14,-0.01,10.26
2003-12-31,000070,7.02,6.44,7.65,6.11,102643,72254039.88,21.94,-8.26,-0.58,14.66
2004-01-30,000070,6.43,7.54,7.91,6.35,91453,64679825.25,24.22,17.08,1.1,13.06
2004-02-27,000070,7.66,9.78,11.38,7.66,444083,427559969.0,49.34,29.71,2.24,63.44
2004-03-31,000070,9.8,10.56,10.57,8.6,322844,315635306.0,20.14,7.98,0.78,46.12
2004-04-30,000070,10.56,8.44,10.87,8.3,206818,203218657.0,24.34,-20.08,-2.12,29.55
2004-05-31,000070,8.44,8.54,8.69,7.98,50259,42115444.75,8.41,1.18,0.1,7.18
2004-06-30,000070,8.64,7.05,9.04,7.0,75942,62075279.5,23.89,-17.45,-1.49,10.85
